recency,history,used_discount,used_bogo,is_referral,treatment,target_class,conversion,zip_code_Rural,zip_code_Surburban,zip_code_Urban,channel_Multichannel,channel_Phone,channel_Web,uplift_score
2,287.04,1,1,1,1,2,0,0,0,1,0,1,0,0.0767482665656368
4,29.99,0,1,1,1,2,0,0,0,1,0,0,1,0.07629905743183513
9,151.01,1,0,0,0,0,0,0,1,0,0,0,1,0.005236337870263036
5,84.17,1,0,1,1,2,0,0,0,1,0,0,1,0.019343726013592577
3,313.6,0,1,0,0,0,0,0,1,0,0,1,0,0.06647156903598456
5,29.99,0,1,0,0,0,0,0,1,0,0,0,1,0.07547955842949962
3,1167.93,1,1,1,1,2,0,1,0,0,0,0,1,0.034913469221186294
3,683.2,1,1,1,0,0,0,1,0,0,1,0,0,0.038407711830988595
1,102.94,1,0,0,1,2,0,0,0,1,0,0,1,0.0009559501566768214
1,418.68,0,1,0,0,0,0,0,1,0,0,0,1,0.08935561480912427
12,253.06,0,1,0,1,2,0,0,1,0,0,1,0,0.07600828570440227
9,329.96,0,1,1,0,0,0,0,1,0,0,1,0,0.07580721052790462
11,52.08,0,1,0,1,2,0,0,0,1,0,0,1,0.08256092223750909
9,123.39,1,0,0,1,2,0,0,0,1,0,1,0,0.011096905082954023
3,249.71,1,0,0,0,0,0,0,1,0,0,1,0,0.005815461566227309
2,46.09,0,1,0,0,0,0,0,0,1,0,0,1,0.06033731085022376
10,77.37,1,0,0,1,2,0,0,1,0,0,1,0,0.007572264380114796
4,270.24,1,0,1,0,0,0,0,0,1,0,1,0,0.017415021348208465
3,80.18,0,1,0,1,2,0,0,0,1,0,1,0,0.07074621067238807
11,131.76,0,1,1,1,3,1,0,1,0,0,0,1,0.07897870608360828
3,29.99,0,1,0,1,2,0,0,0,1,0,0,1,0.07021456823480637
7,59.96,1,0,1,1,2,0,0,0,1,0,0,1,0.021635830592143926
7,78.49,0,1,0,1,2,0,1,0,0,0,0,1,0.07565156266493506
7,206.8,1,0,0,1,2,0,0,1,0,0,1,0,0.004852294188931669
1,439.93,1,1,1,0,0,0,1,0,0,1,0,0,0.04086717349474281
10,313.67,1,0,1,1,3,1,1,0,0,0,1,0,0.014622171129261202
7,29.99,1,0,1,1,2,0,0,1,0,0,0,1,0.0160449788575929
3,57.33,0,1,0,1,3,1,0,1,0,0,0,1,0.07212478535325378
2,289.55,0,1,0,0,1,1,1,0,0,0,1,0,0.03237710814559283
9,274.29,1,0,0,0,0,0,0,1,0,0,0,1,0.009349513044813296
1,293.37,1,0,0,0,0,0,0,1,0,0,1,0,-0.012161859961031835
12,29.99,1,0,1,0,0,0,0,0,1,0,1,0,0.015503401471223047
1,407.09,1,0,0,0,0,0,0,1,0,0,0,1,-0.01673990306918885
1,142.4,0,1,0,0,0,0,0,1,0,0,1,0,0.09125950379920472
2,60.2,0,1,1,0,0,0,0,1,0,0,0,1,0.06633103859404575
7,29.99,1,0,1,1,2,0,0,1,0,0,0,1,0.0160449788575929
1,747.31,0,1,1,1,2,0,1,0,0,0,0,1,0.08419313579774046
6,136.63,1,0,1,1,2,0,0,0,1,0,0,1,0.020754867925080356
10,29.99,1,0,1,1,2,0,1,0,0,0,0,1,0.01075444593919081
11,54.11,1,0,1,1,2,0,0,0,1,0,0,1,0.012041119021183419
4,36.49,1,0,1,0,0,0,0,0,1,0,0,1,0.01693018699252881
5,399.46,1,0,0,1,2,0,0,1,0,0,0,1,0.013234119030487046
10,153.58,1,0,0,1,2,0,0,1,0,0,1,0,0.006967936925260626
2,29.99,1,0,1,1,2,0,0,0,1,0,0,1,0.029411902397635442
4,292.61,1,0,0,0,0,0,0,1,0,1,0,0,-0.017547495651740436
2,576.02,0,1,1,1,2,0,0,1,0,0,0,1,0.06922420424456241
6,29.99,1,0,0,0,0,0,0,1,0,0,0,1,0.007496859416878415
5,29.99,1,0,0,0,0,0,0,1,0,0,0,1,0.007467460460674688
3,29.99,0,1,1,0,0,0,0,0,1,0,0,1,0.07380734838015336
7,968.65,1,1,1,1,2,0,0,1,0,0,0,1,0.06720947263456575
9,311.81,1,0,0,1,3,1,0,0,1,1,0,0,-0.005780433123818485
12,80.56,1,0,0,1,2,0,0,0,1,0,0,1,0.007774686103490386
1,301.19,1,0,1,0,0,0,0,1,0,0,0,1,-0.008056026608940725
10,29.99,0,1,0,0,0,0,0,1,0,0,0,1,0.07764792800110702
1,895.43,0,1,1,1,2,0,0,1,0,0,0,1,0.09841137682810919
10,36.28,1,0,1,0,0,0,0,0,1,0,0,1,0.011506800117407873
4,413.46,0,1,0,1,2,0,1,0,0,0,1,0,0.03526707430587153
7,32.42,1,0,0,0,0,0,0,1,0,0,1,0,0.010499438165796848
10,170.32,1,0,1,1,2,0,0,0,1,0,1,0,0.014059502415891906
1,150.93,1,0,0,0,0,0,0,1,0,0,0,1,-0.017604212958675036
11,223.39,1,0,1,1,2,0,1,0,0,0,1,0,0.015908868671209928
1,506.51,1,0,1,0,0,0,0,0,1,1,0,0,0.002532563554817971
3,29.99,0,1,0,1,3,1,0,1,0,0,0,1,0.06930767678979718
2,145.76,0,1,1,0,1,1,0,1,0,0,0,1,0.06451196579662663
1,29.99,1,0,1,1,2,0,1,0,0,0,1,0,0.01033791404909909
8,428.0,1,0,1,0,0,0,0,1,0,1,0,0,0.008220308557803938
6,604.39,1,1,1,0,0,0,0,0,1,0,1,0,0.08266252071344234
8,171.88,1,0,0,0,0,0,0,1,0,0,1,0,0.005247854746554842
4,370.86,0,1,0,1,2,0,0,1,0,1,0,0,0.07078096770383853
8,138.62,0,1,1,1,2,0,0,0,1,0,0,1,0.07806634457627344
1,209.98,1,0,0,0,1,1,0,1,0,0,0,1,-0.019930323533499744
3,166.0,0,1,0,0,0,0,0,0,1,0,0,1,0.06707294911464008
10,88.37,0,1,0,1,3,1,0,0,1,0,1,0,0.08169751720178497
1,60.71,0,1,1,1,2,0,1,0,0,0,1,0,0.06716272779141913
4,356.73,0,1,0,0,0,0,0,1,0,0,0,1,0.07030319834333985
6,277.81,1,0,1,0,0,0,0,1,0,1,0,0,0.007168371556288189
2,112.13,1,0,1,1,2,0,0,0,1,0,0,1,0.03213501263906232
5,29.99,0,1,1,0,0,0,1,0,0,0,0,1,0.06631995646220425
5,439.26,1,0,0,1,2,0,0,1,0,1,0,0,-0.009782241763406752
8,64.16,0,1,0,1,2,0,0,1,0,0,0,1,0.08055694898678706
5,29.99,0,1,0,0,1,1,0,1,0,0,0,1,0.07547955842949962
2,591.95,0,1,1,1,2,0,0,0,1,1,0,0,0.07182530044262908
8,130.31,1,0,1,0,0,0,0,1,0,0,1,0,0.01766554511101316
10,132.46,1,0,0,1,2,0,0,0,1,0,1,0,0.010712526248428611
4,225.89,1,1,1,1,2,0,1,0,0,0,0,1,0.027046912677587853
2,115.56,0,1,1,0,0,0,0,1,0,0,0,1,0.06319406759615778
8,104.94,0,1,0,0,0,0,0,0,1,0,1,0,0.07817993861134398
10,47.47,0,1,0,1,2,0,0,1,0,0,1,0,0.08111661694485427
1,215.08,0,1,0,1,3,1,0,1,0,0,0,1,0.09445823254541283
2,224.89,1,1,0,0,0,0,0,0,1,1,0,0,0.06842115017955344
9,201.75,1,1,0,1,2,0,0,1,0,0,1,0,0.07987432268608834
10,151.43,1,0,0,0,0,0,0,0,1,0,0,1,0.006753027024640951
5,159.41,0,1,1,1,3,1,0,1,0,0,1,0,0.07538002389890656
5,290.86,1,0,1,0,0,0,0,0,1,0,0,1,0.019348750404501625
4,87.2,0,1,1,1,3,1,0,1,0,0,1,0,0.07664060587925425
4,770.38,0,1,1,0,0,0,1,0,0,1,0,0,0.058172142938182764
2,1093.92,1,1,1,0,0,0,0,1,0,0,0,1,0.07428828381606298
1,752.8,1,1,1,0,0,0,0,0,1,0,1,0,0.08233226501744717
2,199.95,1,0,1,0,0,0,0,1,0,0,1,0,0.027036047293778315
9,239.91,0,1,0,0,0,0,1,0,0,0,1,0,0.06479106275934689
8,43.16,0,1,1,0,0,0,0,0,1,0,1,0,0.07943919198147603
2,418.81,0,1,0,0,0,0,0,1,0,1,0,0,0.06583879403128118
9,318.52,0,1,0,1,2,0,0,0,1,0,0,1,0.07384664562673673
1,109.26,0,1,1,1,3,1,0,1,0,0,0,1,0.09194680458862119
9,135.02,1,0,1,1,2,0,0,1,0,0,0,1,0.01335875970140793
3,55.34,1,0,1,1,2,0,0,1,0,0,1,0,0.01582349333843759
4,297.8,1,1,0,1,3,1,0,0,1,0,1,0,0.06996041773108277
4,146.49,0,1,0,1,2,0,0,1,0,0,1,0,0.07054949869009644
4,249.61,0,1,1,1,2,0,0,0,1,0,1,0,0.0721934679159416
1,307.58,1,0,0,0,0,0,0,1,0,1,0,0,-0.023742274671436914
6,464.17,0,1,0,1,2,0,0,1,0,1,0,0,0.06988554670472172
6,29.99,1,0,1,1,2,0,0,1,0,0,0,1,0.014458022509828791
2,435.33,0,1,0,1,2,0,0,1,0,0,0,1,0.06196590817719938
5,180.28,0,1,0,1,2,0,0,1,0,0,1,0,0.07261829565547963
2,350.48,1,0,1,1,2,0,0,0,1,0,0,1,0.03117052260598656
3,376.14,1,0,0,0,0,0,0,1,0,0,1,0,0.009463076212674462
6,164.51,1,0,0,1,3,1,0,1,0,0,1,0,0.005809271495976168
11,29.99,0,1,0,1,2,0,0,1,0,0,0,1,0.07764792800110702
2,407.64,0,1,1,1,2,0,0,0,1,0,0,1,0.0639451454693672
1,143.0,0,1,0,1,2,0,0,0,1,0,1,0,0.08549433020054069
10,35.84,1,0,1,0,0,0,0,0,1,0,1,0,0.014936015634630248
3,190.66,0,1,1,1,2,0,0,1,0,0,0,1,0.07223156627075004
5,215.03,0,1,1,0,0,0,0,0,1,0,0,1,0.07422709618562193
1,856.4,0,1,1,0,0,0,0,0,1,0,0,1,0.09547626989037052
10,245.09,1,0,0,0,0,0,0,0,1,1,0,0,0.002420310572908549
6,127.2,0,1,0,0,0,0,0,1,0,0,1,0,0.07560978027935235
3,327.1,1,0,1,0,0,0,0,1,0,0,0,1,0.01423872841337509
3,29.99,1,0,0,0,0,0,0,0,1,0,1,0,0.009907034917386648
6,398.03,1,1,0,0,0,0,0,1,0,0,1,0,0.0701989126888362
7,29.99,1,0,0,0,0,0,0,1,0,0,0,1,0.009947646876622335
10,335.77,0,1,0,1,2,0,1,0,0,1,0,0,0.05605380700391363
12,465.37,0,1,1,0,0,0,1,0,0,1,0,0,0.06356274889885412
12,75.26,1,0,1,1,2,0,0,0,1,0,1,0,0.01438339755894985
10,327.18,0,1,0,1,2,0,0,0,1,0,1,0,0.07448437549321976
1,188.89,0,1,1,0,0,0,0,1,0,0,0,1,0.09224167385185576
7,688.51,1,1,1,1,2,0,1,0,0,1,0,0,0.04349448475775067
3,229.42,0,1,0,0,0,0,1,0,0,1,0,0,0.033962737651923064
2,196.93,0,1,1,1,2,0,1,0,0,0,0,1,0.0468198633749112
4,557.47,1,0,1,0,0,0,0,0,1,0,0,1,0.02402885272513061
12,177.66,1,0,0,1,3,1,0,1,0,0,1,0,0.006233582460846571
9,29.99,0,1,0,1,2,0,0,1,0,0,1,0,0.07864438678263484
10,168.04,1,0,0,0,0,0,0,0,1,0,0,1,0.007396685855116644
5,173.65,1,0,0,1,2,0,0,0,1,0,0,1,0.006851694526521401
4,164.7,1,0,0,0,0,0,0,1,0,0,1,0,0.003943588926820091
2,57.53,1,0,1,0,0,0,0,0,1,0,1,0,0.03084452373609907
10,29.99,1,0,0,1,2,0,0,0,1,0,0,1,0.012964703980939116
10,29.99,0,1,0,0,1,1,0,1,0,0,0,1,0.07764792800110702
4,63.22,1,0,0,1,2,0,0,1,0,0,0,1,0.008802682806140175
4,550.59,1,0,1,0,0,0,0,1,0,0,0,1,0.020059388896682184
11,91.23,1,0,0,1,2,0,0,0,1,0,0,1,0.006611091184194423
2,571.53,1,0,1,1,2,0,1,0,0,1,0,0,0.003327923814808814
1,169.31,0,1,1,1,2,0,1,0,0,0,0,1,0.07870087046332314
10,205.88,1,0,0,0,0,0,0,0,1,0,1,0,0.009813771024308512
3,29.99,1,0,0,0,1,1,0,0,1,0,0,1,0.01133446682178367
7,424.6,0,1,1,1,2,0,0,1,0,0,1,0,0.07519348868066376
2,373.14,0,1,0,1,3,1,0,0,1,1,0,0,0.06500306043555543
1,68.5,0,1,0,0,0,0,0,0,1,0,1,0,0.08504372334015603
11,37.45,0,1,0,0,0,0,0,0,1,0,1,0,0.07945874989107145
2,38.34,1,0,0,1,2,0,0,0,1,0,0,1,0.026509514203019127
5,545.73,1,0,1,1,2,0,0,1,0,1,0,0,0.009792479529431741
4,70.39,0,1,1,0,0,0,0,1,0,0,0,1,0.07889421639785514
9,29.99,1,0,0,1,2,0,0,0,1,0,0,1,0.017131511346100345
4,29.99,1,0,0,1,2,0,0,0,1,0,1,0,0.008914850350981371
6,136.26,0,1,1,0,0,0,1,0,0,0,0,1,0.07426889105559857
2,936.63,1,0,1,1,2,0,0,0,1,0,1,0,0.03392268367474717
2,203.52,1,1,1,0,1,1,0,0,1,1,0,0,0.0767667160877846
1,422.81,0,1,0,1,3,1,0,0,1,0,1,0,0.07981291242398691
10,320.11,0,1,0,0,0,0,1,0,0,0,0,1,0.05957488324645599
12,29.99,0,1,0,1,2,0,0,1,0,0,1,0,0.07738528096179424
11,164.9,0,1,0,1,2,0,0,1,0,0,1,0,0.07754562075188849
11,265.39,0,1,0,1,2,0,0,1,0,1,0,0,0.07618901363743548
9,744.22,1,0,1,0,0,0,1,0,0,0,0,1,0.01408558302876299
3,99.25,1,0,1,0,0,0,0,1,0,0,1,0,0.016453868078871045
5,62.49,1,0,0,0,0,0,1,0,0,0,0,1,0.011764731865391898
10,333.65,0,1,0,0,0,0,0,1,0,0,0,1,0.07341415576526032
7,340.18,0,1,0,0,0,0,0,0,1,0,1,0,0.07137365277420439
4,300.58,0,1,1,1,2,0,0,1,0,0,0,1,0.07288313283380987
10,357.28,0,1,0,1,2,0,0,1,0,0,0,1,0.07456509654594533
5,283.55,1,0,1,0,0,0,0,0,1,0,1,0,0.017115448878506107
9,48.93,1,0,1,1,2,0,1,0,0,0,1,0,0.016820876658606237
7,233.4,1,1,0,0,0,0,0,0,1,1,0,0,0.077013691239894
2,189.67,1,0,1,1,2,0,1,0,0,0,0,1,0.01758713129167888
1,1524.15,1,0,1,0,0,0,1,0,0,0,0,1,-0.010721115853250779
5,544.43,0,1,1,1,2,0,0,0,1,0,0,1,0.07558802531737627
8,60.69,1,0,1,1,2,0,0,0,1,0,1,0,0.02170512540959421
4,410.86,0,1,0,0,0,0,0,0,1,0,0,1,0.06980388988911106
3,584.63,1,1,1,0,0,0,0,1,0,0,0,1,0.08122422764474677
3,1570.59,1,1,1,1,2,0,0,0,1,0,0,1,0.005223285911975906
5,119.47,1,0,0,0,0,0,0,1,0,0,1,0,0.005939692472357885
7,68.86,0,1,0,0,0,0,0,1,0,0,1,0,0.07895269834072564
9,165.62,0,1,0,0,0,0,0,0,1,0,0,1,0.07715455558717838
1,686.08,1,1,1,0,0,0,0,0,1,0,0,1,0.09438134882457486
3,263.07,0,1,0,1,2,0,0,1,0,0,0,1,0.0669038870252523
5,568.26,0,1,1,1,2,0,0,1,0,1,0,0,0.07930967018686075
7,145.89,0,1,0,0,0,0,0,0,1,0,1,0,0.0749633436114247
2,190.4,0,1,1,1,3,1,1,0,0,0,0,1,0.046585079272313284
5,964.59,0,1,1,0,0,0,0,1,0,0,1,0,0.07093982636374972
10,158.55,0,1,0,1,2,0,0,1,0,0,1,0,0.07754562075188849
7,93.33,1,0,0,0,0,0,0,0,1,0,0,1,0.011030711818234132
9,157.76,1,0,0,1,2,0,0,0,1,0,1,0,0.009374824089619177
2,762.0,1,0,1,1,2,0,0,1,0,0,0,1,0.022738125426516792
5,29.99,1,0,0,1,2,0,0,1,0,0,1,0,0.007340900639390038
2,235.19,1,0,1,1,2,0,0,0,1,1,0,0,0.007680593133883223
5,42.3,0,1,0,0,0,0,0,0,1,0,1,0,0.07645200449835399
7,291.88,1,0,0,0,0,0,0,0,1,1,0,0,-0.007623763433566813
3,80.51,1,0,1,1,2,0,0,1,0,0,0,1,0.015972645279732522
2,224.69,1,1,0,1,2,0,0,0,1,0,0,1,0.06654592129961268
4,553.42,1,0,1,1,3,1,1,0,0,0,0,1,0.01701375623320177
1,219.3,0,1,0,1,2,0,0,1,0,0,1,0,0.09103767134029725
1,200.26,1,0,0,0,0,0,0,1,0,1,0,0,-0.02261425877173888
8,29.99,0,1,1,1,2,0,0,0,1,0,1,0,0.07884170384822306
9,51.53,1,0,1,0,0,0,0,1,0,0,1,0,0.01748918657545627
9,34.75,1,0,1,0,0,0,0,0,1,0,0,1,0.019410736558081496
8,402.84,1,0,0,0,0,0,0,1,0,0,1,0,0.015734891699508022
1,276.21,1,0,0,0,0,0,0,1,0,0,1,0,-0.012161859961031835
1,960.02,1,1,1,0,1,1,1,0,0,0,0,1,0.060621429773444424
1,100.92,0,1,1,0,0,0,0,0,1,0,0,1,0.08975554767090749
7,770.87,1,1,1,1,2,0,0,0,1,0,1,0,0.08122938717318705
7,63.95,1,0,1,1,2,0,0,0,1,0,1,0,0.021009793525097936
3,216.08,0,1,0,0,0,0,0,0,1,0,1,0,0.06579980732786274
3,211.88,1,1,0,1,2,0,0,1,0,0,0,1,0.06853436816156627
11,189.23,1,0,0,1,2,0,0,1,0,0,0,1,0.003987321403528227
10,149.31,0,1,1,1,2,0,1,0,0,0,1,0,0.07458925164731234
7,287.73,1,1,0,0,1,1,0,0,1,0,0,1,0.07554681029481965
4,29.99,0,1,1,0,0,0,0,0,1,0,1,0,0.07522151382571196
12,98.17,0,1,1,0,0,0,0,1,0,0,0,1,0.08101061823770887
3,297.33,0,1,0,1,2,0,0,0,1,0,1,0,0.06537173295918033
4,93.36,1,0,1,0,0,0,0,1,0,0,1,0,0.016395634257602057
2,542.34,0,1,1,0,0,0,0,0,1,0,1,0,0.06860938458973437
9,44.68,1,0,0,0,0,0,0,0,1,0,1,0,0.015180065246304067
6,265.61,0,1,1,1,3,1,0,1,0,1,0,0,0.07644281967946304
4,184.47,1,0,0,1,2,0,1,0,0,0,1,0,0.0006602315514456225
8,69.67,1,0,1,1,2,0,1,0,0,0,0,1,0.014930962090979688
2,188.03,1,0,1,0,0,0,0,0,1,0,1,0,0.028887758973738686
1,1873.15,0,1,1,1,2,0,0,0,1,0,1,0,0.03817185795893102
1,132.46,1,0,0,0,0,0,0,0,1,0,1,0,-0.0033723328128962837
8,167.05,0,1,0,0,0,0,0,0,1,0,1,0,0.07628855526516
3,179.31,0,1,0,0,0,0,0,0,1,0,0,1,0.06707294911464008
1,101.99,0,1,0,1,3,1,0,1,0,0,0,1,0.09569208412638963
1,290.03,1,1,0,0,1,1,0,0,1,0,0,1,0.08616017614211449
4,29.99,0,1,1,1,2,0,0,1,0,0,0,1,0.07675238995856505
2,851.45,1,1,1,0,1,1,1,0,0,0,0,1,0.04388841156260154
1,248.43,1,0,1,0,0,0,0,1,0,0,1,0,-0.006153989471857302
3,141.2,0,1,1,0,0,0,0,1,0,0,1,0,0.07191789916939444
9,69.9,1,0,1,1,2,0,0,1,0,0,0,1,0.014638541062280463
7,29.99,1,0,0,0,0,0,0,0,1,0,0,1,0.015103256931965181
6,113.6,1,0,1,0,0,0,0,1,0,0,1,0,0.01816526356468126
10,29.99,0,1,0,1,2,0,0,0,1,0,0,1,0.07892382608309277
3,73.99,0,1,0,0,0,0,0,1,0,0,1,0,0.06948469405204302
1,79.5,0,1,0,0,0,0,0,1,0,0,0,1,0.09623838369705798
12,103.6,1,0,0,0,0,0,1,0,0,0,1,0,0.015058777646666466
1,137.29,0,1,0,0,0,0,0,0,1,0,1,0,0.08549433020054069
8,34.8,0,1,1,1,2,0,0,1,0,0,1,0,0.07861687123255545
6,114.74,1,0,0,0,1,1,0,0,1,0,0,1,0.011812161551618239
8,244.94,1,0,0,1,2,0,0,1,0,0,1,0,0.006613009746650994
1,452.72,0,1,0,1,2,0,1,0,0,0,0,1,0.06450511904761172
8,45.78,1,0,0,0,0,0,0,1,0,0,1,0,0.011737582723541612
6,358.77,0,1,0,0,0,0,0,1,0,0,0,1,0.07280426867440627
5,141.74,1,0,0,0,0,0,0,1,0,0,0,1,0.003827824169127775
9,64.09,1,0,0,1,2,0,0,1,0,0,1,0,0.012316816239521425
4,162.56,0,1,1,1,2,0,0,0,1,0,1,0,0.07277852552746615
6,64.33,1,0,0,0,1,1,1,0,0,0,0,1,0.012791802239734126
11,143.65,0,1,1,1,2,0,0,0,1,0,1,0,0.07818366049793828
4,121.87,1,0,0,0,0,0,1,0,0,0,0,1,0.0062321810579698544
4,614.83,1,0,1,0,0,0,0,0,1,1,0,0,0.0067479446395194015
5,103.44,0,1,1,1,3,1,1,0,0,0,0,1,0.0714542222458929
4,224.04,1,0,0,0,0,0,0,0,1,0,0,1,0.008748853284034866
3,80.65,0,1,1,1,3,1,0,1,0,0,0,1,0.07701928302198914
9,33.63,0,1,0,0,0,0,1,0,0,0,1,0,0.06491911461718565
6,528.03,1,1,1,1,2,0,0,0,1,1,0,0,0.08389489675143391
10,29.99,1,0,0,1,2,0,0,1,0,0,0,1,0.00817725288233262
2,109.81,1,0,1,0,1,1,0,0,1,0,0,1,0.03213501263906232
10,507.15,0,1,1,1,2,0,1,0,0,0,0,1,0.0695989461589117
10,161.43,0,1,1,0,1,1,0,1,0,0,0,1,0.07773636042938756
1,567.13,0,1,1,1,2,0,1,0,0,0,1,0,0.07035506815477674
9,198.54,0,1,0,0,0,0,0,0,1,0,1,0,0.07773078825745838
11,301.0,1,1,1,0,0,0,0,1,0,0,0,1,0.08542958651104102
10,131.95,0,1,0,0,1,1,0,1,0,0,1,0,0.0786537532546906
6,179.51,0,1,0,1,2,0,0,0,1,0,1,0,0.07434813804136788
10,375.34,1,0,0,0,0,0,1,0,0,0,0,1,0.024835091776067547
8,29.99,1,0,0,1,2,0,0,1,0,0,1,0,0.010998818126742624
1,286.31,1,1,0,0,0,0,0,1,0,0,0,1,0.08639988585891326
7,600.13,1,1,1,0,0,0,0,0,1,0,1,0,0.08197923392684076
6,107.42,0,1,1,0,0,0,0,0,1,0,0,1,0.07901098840846792
1,1515.82,1,1,1,1,3,1,0,1,0,1,0,0,0.02043405088598338
