trip_duration,distance_traveled,num_of_passengers,fare,miscellaneous_fees,total_fare,surge_applied,tip_class
477.0,2.51,1.0,60.0,13.75,84.75,0,under med
268.0,0.97,1.0,37.5,9.75,47.25,0,low
543.0,2.66,1.0,63.75,26.700000000000003,108.45,1,over med
952.0,4.68,1.0,90.0,26.625,116.625,1,low
630.0,2.54,1.0,63.75,6.0,69.75,0,low
1321.0,7.26,1.0,135.0,13.5,148.5,0,low
837.0,2.53,1.0,78.75,5.950000000000003,101.7,0,over med
261.0,1.27,5.0,37.5,5.700000000000003,52.2,0,low
879.0,3.8,1.0,86.25,13.5,99.75,0,low
1152.0,5.54,3.0,112.5,5.700000000000017,142.20000000000002,0,over med
660.0,2.82,1.0,63.75,9.450000000000005,88.2,0,under med
251.0,1.21,1.0,37.5,13.700000000000005,61.2,0,under med
2194.0,16.74,3.0,251.25,5.5,294.75,0,high
319.0,1.71,1.0,45.0,6.0,66.0,0,under med
796.0,3.54,1.0,78.75,9.75,88.5,0,low
370.0,2.67,1.0,56.25,9.75,66.0,0,low
518.0,3.62,1.0,67.5,26.450000000000003,112.95,1,over med
434.0,2.7,1.0,56.25,6.450000000000003,74.7,0,under med
840.0,3.94,1.0,86.25,6.450000000000003,110.7,0,over med
560.0,1.46,1.0,56.25,5.6000000000000085,77.85000000000001,0,under med
516.0,4.44,2.0,78.75,6.0,84.75,0,low
638.0,3.59,1.0,71.25,10.0,101.25,0,over med
243.0,1.51,1.0,41.25,5.850000000000001,59.1,0,under med
150.0,0.56,1.0,26.25,6.0,32.25,0,low
624.0,3.06,6.0,67.5,34.55,127.05,1,over med
654.0,2.25,1.0,60.0,6.200000000000003,79.2,0,under med
603.0,2.41,1.0,63.75,26.700000000000003,108.45,1,over med
3645.0,15.51,2.0,322.5,6.0,328.5,0,low
701.0,2.08,1.0,67.5,6.25,84.75,0,under med
366.0,1.24,1.0,41.25,13.450000000000005,65.7,0,under med
718.0,5.75,5.0,93.75,5.900000000000006,124.65,0,over med
648.0,2.95,6.0,71.25,6.349999999999994,96.6,0,over med
1156.0,2.9,1.0,101.25,6.0,107.25,0,low
365.0,1.29,2.0,45.0,10.0,75.0,0,over med
1161.0,5.7,1.0,112.5,10.199999999999989,146.7,0,over med
7263.0,27.57,1.0,551.25,6.0,557.25,0,low
1094.0,3.81,3.0,97.5,26.44999999999999,148.95,1,over med
461.0,2.09,1.0,52.5,26.125,98.625,1,over med
523.0,1.71,1.0,56.25,6.450000000000003,74.7,0,under med
864.0,6.6,1.0,105.0,30.44999999999999,162.45,1,high
960.0,7.56,1.0,123.75,26.625,150.375,1,low
1558.0,10.91,1.0,187.5,55.125,242.625,0,low
1061.0,3.7,1.0,93.75,26.625,135.375,1,under med
264.0,1.72,5.0,41.25,6.0,47.25,0,low
440.0,2.06,1.0,52.5,5.699999999999989,70.19999999999999,0,under med
1178.0,5.39,1.0,112.5,5.700000000000017,142.20000000000002,0,over med
1559.0,9.17,1.0,157.5,29.94999999999999,225.45,1,high
1620.0,10.69,1.0,172.5,29.94999999999999,243.45,1,high
812.0,3.07,3.0,78.75,33.69999999999999,135.45,1,over med
426.0,2.59,1.0,52.5,6.0,58.5,0,low
508.0,1.01,1.0,45.0,6.299999999999997,66.3,0,under med
723.0,2.33,1.0,67.5,10.200000000000005,92.7,0,under med
544.0,2.03,1.0,56.25,13.450000000000005,83.7,0,under med
258.0,0.85,1.0,37.5,9.75,47.25,0,low
977.0,3.86,1.0,93.75,26.375,139.125,1,over med
902.0,3.33,1.0,86.25,13.450000000000005,119.7,0,over med
859.0,4.06,1.0,86.25,6.0,92.25,0,low
166.0,1.01,1.0,33.75,9.75,43.5,0,low
11.0,0.02,1.0,18.75,14.0,54.75,0,over med
562.0,2.25,1.0,60.0,6.0,66.0,0,low
1980.0,16.58,1.0,258.75,6.0,264.75,0,low
236.0,1.03,1.0,33.75,9.75,43.5,0,low
293.0,1.48,1.0,41.25,9.25,58.5,0,low
1072.0,6.29,1.0,112.5,26.450000000000017,166.95000000000002,1,high
747.0,5.65,2.0,101.25,30.69999999999999,157.95,1,high
458.0,2.12,1.0,48.75,5.950000000000003,65.7,0,under med
663.0,6.04,1.0,283.125,22.375,343.5,1,high
568.0,9.35,5.0,131.25,10.0,176.25,0,high
1676.0,12.89,1.0,195.0,30.450000000000045,270.45000000000005,1,high
678.0,3.33,1.0,71.25,6.450000000000003,92.7,0,under med
1996.0,10.14,1.0,187.5,27.125,266.625,1,high
578.0,3.86,1.0,71.25,34.44999999999999,131.7,1,high
495.0,1.9,1.0,52.5,13.700000000000005,79.2,0,under med
1175.0,10.77,1.0,165.0,33.82499999999999,258.825,1,high
768.0,3.85,1.0,127.5,2.200000000000017,155.70000000000002,0,high
1180.0,3.54,2.0,97.5,13.5,111.0,0,low
547.0,2.48,1.0,60.0,5.5,73.5,0,low
1595.0,7.4,1.0,150.0,30.375,234.375,1,high
373.0,1.29,1.0,45.0,13.125,70.125,0,under med
839.0,4.59,1.0,90.0,9.650000000000006,124.65,0,over med
216.0,0.55,2.0,33.75,13.5,47.25,0,low
775.0,3.65,1.0,78.75,6.0,84.75,0,low
711.0,4.44,2.0,300.0,2.6999999999999886,362.7,0,high
1691.0,11.67,1.0,191.25,55.625,268.875,0,over med
466.0,1.64,2.0,48.75,27.724999999999994,92.475,0,under med
825.0,3.6,1.0,82.5,6.125,110.625,0,over med
5.0,1.4,1.0,115.5,1.8000000000000114,141.3,0,over med
2527.0,27.36,1.0,371.25,55.39999999999998,511.65,0,high
964.0,5.29,1.0,105.0,34.125,139.125,1,low
337.0,1.93,1.0,48.75,26.625,150.375,1,high
699.0,1.77,1.0,67.5,5.700000000000003,88.2,0,under med
579.0,2.37,1.0,60.0,6.200000000000003,79.2,0,under med
768.0,3.59,1.0,78.75,9.875,110.625,0,over med
1114.0,2.69,1.0,93.75,5.950000000000003,119.7,0,over med
2087.0,8.87,5.0,180.0,33.94999999999999,256.95,1,high
1293.0,5.18,1.0,116.25,13.5,129.75,0,low
508.0,4.06,1.0,71.25,9.950000000000005,97.2,0,under med
899.0,4.83,1.0,93.75,9.75,103.5,0,low
650.0,2.66,1.0,67.5,6.375,91.875,0,over med
1880.0,10.75,2.0,375.0,22.875,427.875,1,high
157.0,0.77,1.0,30.0,9.65,49.65,0,under med
896.0,5.89,1.0,108.75,13.949999999999989,146.7,0,over med
1286.0,6.44,1.0,123.75,5.950000000000017,155.70000000000002,0,high
1123.0,9.14,1.0,150.0,55.625,266.625,0,high
862.0,3.41,1.0,86.25,6.0,107.25,0,under med
395.0,1.87,2.0,48.75,5.950000000000003,65.7,0,under med
259.0,1.13,1.0,37.5,9.750000000000009,62.25000000000001,0,under med
609.0,2.49,1.0,60.0,6.200000000000003,79.2,0,under med
651.0,2.33,2.0,105.0,2.25,107.25,0,low
4468.0,37.98,1.0,566.25,124.875,898.125,1,high
255.0,1.71,1.0,41.25,13.75,63.0,0,low
459.0,0.87,2.0,48.75,6.0,54.75,0,low
894.0,6.24,1.0,108.75,9.75,133.5,0,under med
775.0,3.22,1.0,75.0,9.75,84.75,0,low
1155.0,6.89,1.0,127.5,10.200000000000015,164.70000000000002,0,high
327.0,1.96,1.0,45.0,13.199999999999989,70.19999999999999,0,under med
748.0,3.89,2.0,78.75,9.450000000000005,106.2,0,over med
830.0,2.82,1.0,78.75,26.27500000000001,137.025,1,high
1070.0,7.89,1.0,135.0,26.94999999999999,193.95,1,high
84973.0,6.15,2.0,112.5,5.700000000000017,142.20000000000002,0,over med
1528.0,10.67,1.0,172.5,6.0,178.5,0,low
1738.0,7.56,1.0,150.0,6.125,187.125,0,high
1691.0,9.12,1.0,165.0,6.199999999999989,205.2,0,high
1005.0,4.55,1.0,97.5,6.0,103.5,0,low
472.0,1.27,1.0,48.75,6.424999999999997,71.175,0,under med
679.0,3.27,1.0,71.25,9.950000000000005,97.2,0,under med
1027.0,2.75,6.0,90.0,26.625,116.625,1,low
616.0,2.82,1.0,67.5,30.375,97.875,1,low
565.0,2.72,2.0,67.5,6.0,73.5,0,low
495.0,2.24,1.0,56.25,26.325000000000003,103.575,1,over med
782.0,2.03,1.0,71.25,6.0,77.25,0,low
696.0,10.86,1.0,146.25,55.44999999999999,251.7,0,high
644.0,2.8,1.0,63.75,5.950000000000003,83.7,0,under med
524.0,3.38,1.0,67.5,5.625,88.125,0,under med
1160.0,11.43,1.0,172.5,34.375,247.875,1,high
1119.0,3.73,1.0,97.5,26.225000000000023,142.72500000000002,1,over med
820.0,2.82,1.0,75.0,26.849999999999994,116.85,1,under med
296.0,1.42,1.0,37.5,13.700000000000005,61.2,0,under med
404.0,1.37,1.0,48.75,5.950000000000003,65.7,0,under med
620.0,2.41,1.0,67.5,5.674999999999997,77.175,0,low
318.0,1.37,3.0,41.25,13.149999999999991,68.39999999999999,0,under med
1136.0,3.99,6.0,101.25,26.82499999999999,147.075,1,over med
420.0,2.35,1.0,56.25,9.75,81.0,0,under med
315.0,1.29,1.0,41.25,9.875,61.125,0,under med
677.0,1.88,1.0,60.0,6.25,77.25,0,under med
762.0,2.57,1.0,71.25,13.450000000000005,101.7,0,over med
762.0,2.35,2.0,67.5,13.799999999999995,105.3,0,over med
524.0,1.67,1.0,56.25,5.6000000000000085,77.85000000000001,0,under med
4344.0,2.91,1.0,60.0,5.5,73.5,0,low
601.0,1.92,1.0,60.0,26.950000000000003,103.95,1,over med
2980.0,14.03,1.0,262.5,29.94999999999999,351.45,1,high
430.0,1.3,1.0,48.75,6.424999999999997,71.175,0,under med
692.0,2.41,1.0,67.5,5.75,110.25,0,high
1041.0,4.02,1.0,97.5,26.375,148.875,1,over med
800.0,2.74,1.0,75.0,6.0,81.0,0,low
2700.0,30.22,2.0,510.0,51.375,606.375,0,high
387.0,2.19,1.0,48.75,6.0,54.75,0,low
1213.0,4.65,1.0,112.5,6.0,118.5,0,low
1288.0,5.79,1.0,120.0,6.0,126.0,0,low
243.0,1.66,1.0,41.25,9.25,58.5,0,low
274.0,2.04,1.0,45.0,9.399999999999991,68.39999999999999,0,under med
934.0,4.22,1.0,90.0,26.5,142.5,1,high
427.0,2.67,1.0,56.25,9.75,66.0,0,low
1065.0,4.18,1.0,101.25,6.0,122.25,0,under med
406.0,2.48,1.0,52.5,5.699999999999989,70.19999999999999,0,under med
1337.0,11.52,1.0,180.0,26.94999999999999,247.95,1,high
563.0,2.86,1.0,67.5,26.625,94.125,1,low
549.0,1.85,1.0,56.25,5.6000000000000085,77.85000000000001,0,under med
516.0,6.24,1.0,97.5,6.25,114.75,0,under med
528.0,1.96,1.0,56.25,34.125,105.375,1,under med
419.0,1.92,1.0,48.75,6.424999999999997,71.175,0,under med
334.0,2.29,1.0,48.75,13.950000000000005,74.7,0,under med
552.0,2.45,1.0,56.25,5.75,75.0,0,under med
739.0,7.03,1.0,108.75,9.450000000000015,142.20000000000002,0,over med
1893.0,7.03,2.0,157.5,13.5,171.0,0,low
563.0,2.74,1.0,67.5,30.125,116.625,1,over med
989.0,2.59,1.0,86.25,13.450000000000005,119.7,0,over med
538.0,3.01,1.0,63.75,5.950000000000003,83.7,0,under med
295.0,1.06,1.0,37.5,6.049999999999997,56.55,0,under med
1882.0,13.57,2.0,221.25,55.39999999999998,331.65,0,high
1017.0,4.25,1.0,97.5,13.700000000000015,133.20000000000002,0,over med
327.0,1.61,2.0,45.0,6.125,61.125,0,under med
1852.0,16.09,1.0,236.25,27.125,315.375,1,high
1146.0,6.58,1.0,120.0,26.57499999999999,190.575,1,high
451.0,2.16,1.0,52.5,13.700000000000005,79.2,0,under med
761.0,2.66,1.0,71.25,6.349999999999994,96.6,0,over med
1087.0,8.27,1.0,131.25,9.949999999999989,169.2,0,high
150.0,1.03,1.0,30.0,6.0,45.0,0,low
1787.0,17.51,1.0,236.25,13.0,437.25,0,high
4863.0,4.73,2.0,326.25,9.75,336.0,0,low
314.0,2.19,1.0,48.75,9.75,58.5,0,low
869.0,3.86,1.0,90.0,27.125,139.125,1,over med
749.0,4.44,1.0,82.5,26.625,109.125,1,low
524.0,1.92,1.0,56.25,6.450000000000003,74.7,0,under med
490.0,1.87,1.0,56.25,13.450000000000005,83.7,0,under med
1121.0,6.73,1.0,116.25,9.75,126.0,0,low
471.0,2.9,0.0,60.0,9.375,90.375,0,over med
1658.0,11.07,1.0,187.5,6.375,241.875,0,high
671.0,4.04,1.0,75.0,9.700000000000005,101.7,0,over med
777.0,3.32,1.0,78.75,33.69999999999999,135.45,1,over med
755.0,3.43,1.0,78.75,13.5,92.25,0,low
718.0,2.78,1.0,75.0,13.200000000000005,106.2,0,over med
390.0,1.98,1.0,48.75,5.950000000000003,65.7,0,under med
536.0,2.72,1.0,63.75,30.200000000000003,112.95,1,over med
265.0,0.98,2.0,37.5,5.700000000000003,52.2,0,low
468.0,2.12,1.0,52.5,6.0,58.5,0,low
441.0,7.0,2.0,187.5,2.1999999999999886,227.7,0,high
461.0,2.91,1.0,63.75,5.924999999999997,90.675,0,over med
1656.0,11.39,1.0,168.75,26.25,225.0,1,high
290.0,0.9,1.0,37.5,6.049999999999997,56.55,0,under med
1277.0,12.81,1.0,187.5,54.64999999999998,291.15,0,high
208.0,1.61,1.0,37.5,5.75,56.25,0,under med
791.0,4.99,1.0,90.0,26.875,139.875,1,over med
1457.0,11.59,4.0,180.0,27.125,229.125,1,over med
592.0,3.46,1.0,67.5,6.375,97.875,0,over med
699.0,11.57,1.0,153.75,6.0,174.75,0,under med
149.0,1.06,1.0,30.0,9.25,47.25,0,low
1825.0,18.78,1.0,262.5,62.64999999999998,390.15,0,high
369.0,1.56,1.0,45.0,5.75,63.75,0,under med
565.0,1.93,1.0,56.25,6.375,74.625,0,under med
359.0,2.32,5.0,48.75,5.950000000000003,65.7,0,under med
1755.0,6.55,1.0,142.5,26.44999999999999,202.95,1,high
2058.0,30.42,1.0,390.0,55.14999999999998,534.15,0,high
922.0,3.22,1.0,82.5,13.700000000000005,115.2,0,over med
1171.0,6.13,1.0,116.25,30.700000000000017,175.95000000000002,1,high
1413.0,8.79,1.0,153.75,9.75,163.5,0,low
455.0,2.22,1.0,56.25,6.450000000000003,74.7,0,under med
246.0,1.08,1.0,33.75,5.950000000000003,47.7,0,low
1308.0,4.65,1.0,116.25,5.599999999999994,152.85,0,high
1756.0,7.71,5.0,165.0,30.55000000000001,230.55,1,high
823.0,3.14,1.0,78.75,13.950000000000005,110.7,0,over med
502.0,3.22,1.0,63.75,9.75,88.5,0,under med
1557.0,12.42,1.0,191.25,105.7,355.95,0,high
1269.0,5.44,1.0,120.0,6.199999999999989,151.2,0,over med
1102.0,4.83,1.0,101.25,26.200000000000017,153.45000000000002,1,high
546.0,1.67,1.0,56.25,5.674999999999997,80.925,0,over med
338.0,0.9,1.0,41.25,6.0,47.25,0,low
755.0,3.03,1.0,75.0,26.849999999999994,116.85,1,under med
1126.0,6.21,1.0,116.25,9.75,126.0,0,low
520.0,2.86,1.0,60.0,6.200000000000003,79.2,0,under med
985.0,4.51,1.0,93.75,26.69999999999999,150.45,1,high
759.0,5.89,1.0,101.25,5.849999999999994,134.1,0,high
3053.0,12.41,1.0,247.5,34.450000000000045,337.95000000000005,1,high
1067.0,3.69,1.0,93.75,26.700000000000017,144.45000000000002,1,over med
630.0,3.7,1.0,75.0,6.0,81.0,0,low
659.0,3.64,1.0,71.25,27.075000000000003,122.325,1,over med
150.0,0.89,5.0,30.0,9.75,39.75,0,low
496.0,2.8,1.0,60.0,6.200000000000003,79.2,0,under med
1044.0,4.8,2.0,101.25,6.0,107.25,0,low
1068.0,3.06,1.0,97.5,6.0,103.5,0,low
1225.0,5.84,1.0,123.75,5.950000000000017,155.70000000000002,0,high
516.0,1.93,1.0,52.5,13.5,66.0,0,low
640.0,6.12,1.0,105.0,43.125,178.125,0,high
352.0,1.13,1.0,41.25,6.0,122.25,0,high
1154.0,4.99,2.0,112.5,26.375,166.875,1,high
606.0,2.49,2.0,63.75,5.950000000000003,83.7,0,under med
576.0,2.45,1.0,63.75,13.5,77.25,0,low
2837.0,19.75,2.0,318.75,6.149999999999977,405.9,0,high
887.0,3.64,1.0,86.25,6.0,92.25,0,low
964.0,4.25,1.0,93.75,13.949999999999989,128.7,0,over med
1771.0,9.37,5.0,180.0,26.94999999999999,247.95,1,high
324.0,1.4,1.0,41.25,6.0,47.25,0,low
1099.0,5.05,2.0,105.0,26.94999999999999,157.95,1,high
402.0,2.41,1.0,52.5,13.299999999999995,85.8,0,over med
1159.0,11.65,1.0,176.25,6.0,197.25,0,under med
332.0,2.2,1.0,48.75,6.25,63.0,0,low
1392.0,19.51,1.0,258.75,58.39999999999998,381.15,0,high
1180.0,2.83,1.0,97.5,26.67500000000001,155.175,1,high
454.0,2.49,1.0,56.25,9.75,66.0,0,low
1082.0,5.39,1.0,105.0,26.94999999999999,157.95,1,high
528.0,6.2,1.0,93.75,5.900000000000006,124.65,0,over med
1191.0,4.2,1.0,108.75,27.0,159.75,1,over med
1710.0,7.48,1.0,153.75,33.75,202.5,1,under med
471.0,1.93,1.0,52.5,34.099999999999994,99.6,1,under med
871.0,5.07,2.0,97.5,26.625,124.125,1,low
770.0,9.99,5.0,142.5,6.0,148.5,0,low
2195.0,5.21,1.0,172.5,13.5,186.0,0,low
1270.0,5.15,1.0,120.0,26.875,175.875,1,high
433.0,1.82,2.0,48.75,9.449999999999989,70.19999999999999,0,under med
415.0,1.82,1.0,48.75,9.75,58.5,0,low
2030.0,7.92,1.0,161.25,13.5,174.75,0,low
532.0,1.79,1.0,56.25,5.6000000000000085,77.85000000000001,0,under med
291.0,1.13,1.0,37.5,9.750000000000009,62.25000000000001,0,under med
316.0,1.82,1.0,45.0,13.050000000000011,76.05000000000001,0,over med
1244.0,6.52,1.0,120.0,26.625,221.625,1,high
607.0,5.63,2.0,93.75,26.625,144.375,1,over med
735.0,3.38,1.0,78.75,6.0,84.75,0,low
1066.0,6.07,1.0,112.5,5.700000000000017,142.20000000000002,0,over med
435.0,1.93,1.0,52.5,13.625,79.125,0,under med
1808.0,6.87,2.0,157.5,34.05000000000001,239.55,1,high
907.0,4.12,1.0,93.75,13.5,107.25,0,low
1380.0,6.6,1.0,131.25,26.125,189.375,1,high
601.0,2.32,1.0,63.75,6.399999999999992,87.14999999999999,0,over med
539.0,2.7,1.0,60.0,9.700000000000005,83.7,0,under med
1485.0,5.95,1.0,127.5,26.44999999999999,184.95,1,high
1252.0,13.81,1.0,195.0,9.75,219.75,0,under med
1151.0,5.15,1.0,108.75,13.875,146.625,0,over med
655.0,2.98,1.0,71.25,26.625,112.875,1,under med
363.0,1.9,1.0,48.75,5.649999999999992,68.39999999999999,0,under med
1089.0,8.85,1.0,150.0,26.5,220.5,1,high
746.0,2.83,1.0,75.0,26.950000000000017,121.95000000000002,1,over med
1084.0,5.04,1.0,108.75,13.949999999999989,146.7,0,over med
388.0,2.01,1.0,48.75,13.725000000000009,68.47500000000001,0,low
1469.0,6.29,5.0,131.25,27.07499999999999,197.325,1,high
840.0,2.53,5.0,78.75,26.700000000000003,126.45,1,over med
2158.0,12.07,1.0,210.0,26.875,283.875,1,high
467.0,2.08,1.0,52.5,6.5,81.0,0,over med
936.0,3.33,5.0,86.25,9.75,96.0,0,low
725.0,7.24,1.0,112.5,26.25,180.75,1,high
587.0,2.8,1.0,63.75,5.950000000000003,83.7,0,under med
555.0,2.57,1.0,60.0,6.0,66.0,0,low
616.0,3.15,1.0,71.25,26.200000000000003,117.45,1,over med
925.0,3.7,1.0,86.25,26.82499999999999,141.075,1,high
802.0,3.69,1.0,78.75,5.950000000000003,101.7,0,over med
973.0,4.33,1.0,93.75,9.450000000000005,124.2,0,over med
823.0,4.55,1.0,90.0,26.94999999999999,139.95,1,over med
494.0,2.09,1.0,56.25,5.6000000000000085,77.85000000000001,0,under med
937.0,11.64,1.0,165.0,27.07499999999999,249.075,1,high
1032.0,5.02,1.0,105.0,6.125,124.125,0,under med
826.0,7.26,1.0,116.25,9.949999999999989,151.2,0,over med
843.0,4.18,1.0,86.25,27.125,135.375,1,over med
422.0,1.8,1.0,48.75,6.0,54.75,0,low
665.0,3.54,1.0,75.0,33.775000000000006,128.775,1,over med
1050.0,5.75,1.0,108.75,13.099999999999994,152.85,0,high
764.0,2.45,1.0,67.5,13.5,81.0,0,low
1411.0,4.46,1.0,120.0,13.199999999999989,160.2,0,high
1433.0,7.1,6.0,135.0,26.94999999999999,193.95,1,high
288.0,1.92,1.0,45.0,9.75,69.75,0,under med
84860.0,1.43,1.0,52.5,5.550000000000011,76.05000000000001,0,over med
441.0,2.11,1.0,52.5,5.699999999999989,70.19999999999999,0,under med
814.0,4.55,1.0,90.0,13.375,129.375,0,high
377.0,1.45,1.0,45.0,6.200000000000003,61.2,0,under med
670.0,2.49,1.0,67.5,33.625,139.125,1,high
345.0,1.03,1.0,41.25,13.450000000000005,65.7,0,under med
944.0,2.9,1.0,75.0,2.25,77.25,0,low
277.0,2.04,1.0,45.0,13.199999999999989,70.19999999999999,0,under med
1667.0,12.44,1.0,198.75,27.125,247.875,1,over med
1005.0,5.78,1.0,108.75,26.69999999999999,162.45,1,high
1859.0,5.47,1.0,153.75,26.69999999999999,216.45,1,high
373.0,1.9,2.0,45.0,6.299999999999997,66.3,0,under med
1256.0,4.59,1.0,112.5,13.5,141.0,0,under med
847.0,2.72,1.0,78.75,5.950000000000003,101.7,0,over med
1447.0,17.62,1.0,240.0,9.675000000000011,324.675,0,high
1284.0,6.55,1.0,127.5,10.200000000000015,164.70000000000002,0,high
