date,sales
2013-07-06,4749.149
2013-07-07,2968.977
2013-07-08,2266.715
2013-07-09,2674.646
2013-07-10,2904.725
2013-07-11,2497.652
2013-07-12,3272.138
2013-07-13,4604.048
2013-07-14,2946.015
2013-07-15,2940.908
2013-07-16,2521.12
2013-07-17,3416.902
2013-07-18,2800.828
2013-07-19,3691.068
2013-07-20,4673.477
2013-07-21,3491.59
2013-07-22,2785.432
2013-07-23,3057.499
2013-07-24,3320.078
2013-07-25,3305.004
2013-07-26,4044.504
2013-07-27,4646.434
2013-07-28,3165.488
2013-07-29,3041.216
2013-07-30,3206.84
2013-07-31,3370.957
2013-08-01,3341.334
2013-08-02,4567.455
2013-08-03,5235.57
2013-08-04,3914.904
2013-08-05,3541.303
2013-08-06,3422.216
2013-08-07,3798.57
2013-08-08,3670.138
2013-08-09,4780.698
2013-08-10,6571.4
2013-08-11,3877.532
2013-08-12,3756.966
2013-08-13,3202.989
2013-08-14,3821.886
2013-08-15,3292.989
2013-08-16,4417.412
2013-08-17,5446.263
2013-08-18,3831.866
2013-08-19,3381.32
2013-08-20,3155.829
2013-08-21,3588.354
2013-08-22,3324.123
2013-08-23,4301.646
2013-08-24,4900.746
2013-08-25,3648.145
2013-08-26,2910.119
2013-08-27,2831.134
2013-08-28,2959.865
2013-08-29,2932.268
2013-08-30,4644.845
2013-08-31,4972.721
2013-09-01,3361.857
2013-09-02,2912.848
2013-09-03,2803.147
2013-09-04,3065.638
2013-09-05,2603.767
2013-09-06,3572.512
2013-09-07,4239.37
2013-09-08,3104.827
2013-09-09,2493.388
2013-09-10,2670.23
2013-09-11,2696.284
2013-09-12,2000.439
2013-09-13,3296.971
2013-09-14,4233.565
2013-09-15,2957.177
2013-09-16,2834.431
2013-09-17,2540.354
2013-09-18,2831.132
2013-09-19,2504.155
2013-09-20,3880.865
2013-09-21,4063.301
2013-09-22,2641.354
2013-09-23,3079.964
2013-09-24,2188.229
2013-09-25,2844.601
2013-09-26,2167.411
2013-09-27,3062.181
2013-09-28,4849.621
2013-09-29,3271.311
2013-09-30,3124.478
2013-10-01,3711.774
2013-10-02,3761.027
2013-10-03,3212.701
2013-10-04,5110.684
2013-10-05,6113.841
2013-10-06,3419.582
2013-10-07,3811.215
2013-10-08,3818.568
2013-10-09,4527.581
2013-10-10,7505.998
2013-10-11,13354.284
2013-10-12,7599.578
2013-10-13,3279.465
2013-10-14,3066.906
2013-10-15,2779.003
2013-10-16,3675.981
2013-10-17,2543.432
2013-10-18,3473.988
2013-10-19,4106.326
2013-10-20,3133.519
2013-10-21,2249.302
2013-10-22,2535.558
2013-10-23,2939.977
2013-10-24,2175.602
2013-10-25,3534.109
2013-10-26,4335.011
2013-10-27,3207.086
2013-10-28,2424.957
2013-10-29,2534.275
2013-10-30,3172.012
2013-10-31,2828.888
2013-11-01,4839.816
2013-11-02,5862.62
2013-11-03,3287.657
2013-11-04,2544.179
2013-11-05,2573.212
2013-11-06,3063.5
2013-11-07,2473.625
2013-11-08,4155.789
2013-11-09,4397.922
2013-11-10,2839.278
2013-11-11,2772.14
2013-11-12,2369.197
2013-11-13,3238.406
2013-11-14,2499.5769999999998
2013-11-15,3746.092
2013-11-16,4453.53
2013-11-17,3192.839
2013-11-18,2884.095
2013-11-19,2383.52
2013-11-20,2506.692
2013-11-21,2505.316
2013-11-22,3563.416
2013-11-23,4758.269
2013-11-24,3145.91
2013-11-25,2949.885
2013-11-26,2342.057
2013-11-27,3304.178
2013-11-28,2576.604
2013-11-29,3726.167
2013-11-30,4624.197
2013-12-01,3563.7
2013-12-02,3346.879
2013-12-03,2732.52
2013-12-04,3023.224
2013-12-05,2849.767
2013-12-06,4550.005
2013-12-07,4288.025
2013-12-08,3219.04
2013-12-09,2699.512
2013-12-10,2878.482
2013-12-11,3685.785
2013-12-12,3049.372
2013-12-13,4738.372
2013-12-14,5384.867
2013-12-15,4956.263
2013-12-16,4032.181
2013-12-17,4782.681
2013-12-18,5425.802
2013-12-19,4391.033
2013-12-20,6366.631
2013-12-21,8268.042
2013-12-22,6871.045
2013-12-23,7505.629
2013-12-24,8002.623
2013-12-25,12453.597
2013-12-26,16904.571
2013-12-27,21197.248
2013-12-28,26539.182
2013-12-29,20677.812
2013-12-30,23676.474
2013-12-31,17884.919
2014-01-01,4992.5344
2014-01-02,12759.373
2014-01-03,11891.4121
2014-01-04,12188.295
2014-01-05,6063.2789999999995
2014-01-06,5737.08
2014-01-07,5298.153
2014-01-08,7274.9019
2014-01-09,5761.566
2014-01-10,8347.6272
2014-01-11,12388.785
2014-01-12,6684.195
2014-01-13,4892.072
2014-01-14,4700.568
2014-01-15,6777.722
2014-01-16,5273.612
2014-01-17,8937.301
2014-01-18,11057.545
2014-01-19,5562.131
2014-01-20,4943.134
2014-01-21,4811.368
2014-01-22,6697.5643
2014-01-23,5104.603
2014-01-24,9176.1191
2014-01-25,11993.364
2014-01-26,5792.493
2014-01-27,5383.38
2014-01-28,4215.81
2014-01-29,6604.2297
2014-01-30,4779.516
2014-01-31,9686.7275
2014-02-01,10388.385
2014-02-02,4587.623
2014-02-03,4136.138
2014-02-04,3933.244
2014-02-05,4621.032
2014-02-06,4357.301
2014-02-07,8002.8429
2014-02-08,10522.059
2014-02-09,4718.776
2014-02-10,4061.781
2014-02-11,3540.082
2014-02-12,4070.318
2014-02-13,4395.444
2014-02-14,7549.4117
2014-02-15,9625.976
2014-02-16,4729.269
2014-02-17,4446.063
2014-02-18,3265.894
2014-02-19,3944.95
2014-02-20,3963.841
2014-02-21,4801.2939
2014-02-22,4949.468
2014-02-23,2928.433
2014-02-24,3834.747
2014-02-25,4048.099
2014-02-26,5743.321
2014-02-27,7151.158
2014-02-28,14902.0722
2014-03-01,34928.132
2014-03-02,21898.207
2014-03-03,16102.429
2014-03-04,8660.667
2014-03-05,10946.6913
2014-03-06,7895.872
2014-03-07,10935.7904
2014-03-08,10853.206
2014-03-09,6077.579
2014-03-10,6698.135
2014-03-11,5874.662
2014-03-12,8209.3909
2014-03-13,6241.176
2014-03-14,10629.9302
2014-03-15,13383.705
2014-03-16,6332.693
2014-03-17,7281.482
2014-03-18,6326.751
2014-03-19,8861.0167
2014-03-20,7824.289
2014-03-21,12392.4574
2014-03-22,14438.232
2014-03-23,6892.74
2014-03-24,8014.16
2014-03-25,5771.966
2014-03-26,8012.8528
2014-03-27,8209.076
2014-03-28,11834.9868
2014-03-29,14392.371
2014-03-30,6079.792
2014-03-31,7910.831
2014-04-01,4583.735
2014-04-02,5128.431
2014-04-03,5570.789
2014-04-04,8780.992
2014-04-05,10522.155
2014-04-06,4832.392
2014-04-07,4828.986
2014-04-08,4574.025
2014-04-09,4999.849
2014-04-10,5412.7
2014-04-11,9025.9513
2014-04-12,10066.248
2014-04-13,4961.949
2014-04-14,5822.693
2014-04-15,5849.814
2014-04-16,8214.04
2014-04-17,11789.867
2014-04-18,15638.5951
2014-04-19,10963.382
2014-04-20,4391.843
2014-04-21,4247.777
2014-04-22,3369.574
2014-04-23,3998.351
2014-04-24,3730.645
2014-04-25,5279.9921
2014-04-26,7329.036
2014-04-27,3612.261
2014-04-28,3335.595
2014-04-29,3016.649
2014-04-30,4168.513
2014-05-01,5783.877
2014-05-02,5534.333
2014-05-03,6813.689
2014-05-04,3886.205
2014-05-05,2911.186
2014-05-06,3147.906
2014-05-07,3294.449
2014-05-08,3037.895
2014-05-09,3539.5373
2014-05-10,4593.768
2014-05-11,3232.226
2014-05-12,2650.949
2014-05-13,2661.649
2014-05-14,3717.232
2014-05-15,2591.095
2014-05-16,3950.7492
2014-05-17,6005.454
2014-05-18,3267.242
2014-05-19,3082.692
2014-05-20,2685.407
2014-05-21,3558.243
2014-05-22,3123.575
2014-05-23,4478.6253
2014-05-24,5681.893
2014-05-25,3591.318
2014-05-26,2766.672
2014-05-27,2702.345
2014-05-28,3392.968
2014-05-29,2708.117
2014-05-30,4285.0855
2014-05-31,5643.81
2014-06-01,4186.919
2014-06-02,3644.374
2014-06-03,2962.796
2014-06-04,4368.919
2014-06-05,2828.652
2014-06-06,3984.3528
2014-06-07,5171.052
2014-06-08,3758.89
2014-06-09,3367.705
2014-06-10,2710.895
2014-06-11,3139.038
2014-06-12,2907.045
2014-06-13,3724.0716
2014-06-14,5109.502
2014-06-15,3026.698
2014-06-16,3312.244
2014-06-17,2762.15
2014-06-18,3242.227
2014-06-19,2638.095
2014-06-20,4391.483
2014-06-21,5871.041
2014-06-22,3484.426
2014-06-23,3404.821
2014-06-24,2414.462
2014-06-25,3740.217
2014-06-26,2974.176
2014-06-27,4499.302
2014-06-28,4673.85
2014-06-29,3958.25
2014-06-30,3271.645
2014-07-01,4972.104
2014-07-02,7391.9
2014-07-03,4701.165
2014-07-04,6547.545
2014-07-05,7948.883
2014-07-06,5575.424
2014-07-07,5280.788
2014-07-08,4353.603
2014-07-09,5694.696
2014-07-10,4953.252
2014-07-11,6146.956
2014-07-12,8138.653
2014-07-13,5252.054
2014-07-14,5437.205
2014-07-15,5005.519
2014-07-16,6404.5869999999995
2014-07-17,4604.86
2014-07-18,6570.004
2014-07-19,8074.43
2014-07-20,5139.265
2014-07-21,4812.932
2014-07-22,4122.615
2014-07-23,6261.965
2014-07-24,6366.086
2014-07-25,15170.36
2014-07-26,10691.605
2014-07-27,6158.333
2014-07-28,6025.68
2014-07-29,4767.784
2014-07-30,6233.0902
2014-07-31,5228.6
2014-08-01,6203.116
2014-08-02,6854.202
2014-08-03,4637.405
2014-08-04,4502.272
2014-08-05,3472.626
2014-08-06,4268.136
2014-08-07,4179.77
2014-08-08,6449.116
2014-08-09,6958.164
2014-08-10,4046.422
2014-08-11,5052.007
2014-08-12,3481.784
2014-08-13,3883.399
2014-08-14,4020.149
2014-08-15,5771.327
2014-08-16,7037.423
2014-08-17,4299.186
2014-08-18,4472.709
2014-08-19,3511.277
2014-08-20,5001.675
2014-08-21,3127.842
2014-08-22,5886.706
2014-08-23,7141.076
2014-08-24,4019.442
2014-08-25,3730.457
2014-08-26,3291.632
2014-08-27,3867.344
2014-08-28,3046.024
2014-08-29,4163.794
2014-08-30,5320.767
2014-08-31,3767.639
2014-09-01,5851.591
2014-09-02,4570.81
2014-09-03,6379.131
2014-09-04,4208.532
2014-09-05,6513.47
2014-09-06,7028.424
2014-09-07,5416.164
2014-09-08,4292.778
2014-09-09,4066.623
2014-09-10,5488.039
2014-09-11,3408.116
2014-09-12,6328.352
2014-09-13,7913.615
2014-09-14,4657.771
2014-09-15,4620.655
2014-09-16,4542.771
2014-09-17,5552.279
2014-09-18,3950.458
2014-09-19,6114.246
2014-09-20,7129.411
2014-09-21,4702.731
2014-09-22,4257.199
2014-09-23,3462.545
2014-09-24,5292.165
2014-09-25,3915.663
2014-09-26,5169.21
2014-09-27,7468.851
2014-09-28,5611.903
2014-09-29,4892.797
2014-09-30,4979.975
2014-10-01,7277.056
2014-10-02,6824.34
2014-10-03,8912.556
2014-10-04,9639.816
2014-10-05,6663.772
2014-10-06,6302.079
2014-10-07,5284.494
2014-10-08,8498.779
2014-10-09,12497.64
2014-10-10,19175.692
2014-10-11,12171.436
2014-10-12,5806.839
2014-10-13,4886.848
2014-10-14,3864.687
2014-10-15,5919.797
2014-10-16,4976.643
2014-10-17,5400.145
2014-10-18,6563.021
2014-10-19,4756.995
2014-10-20,4286.294
2014-10-21,3631.252
2014-10-22,6030.957
2014-10-23,4270.943
2014-10-24,5638.984
2014-10-25,6270.14
2014-10-26,5336.217
2014-10-27,4588.826
2014-10-28,4171.287
2014-10-29,5457.05
2014-10-30,5200.809
2014-10-31,10991.756
2014-11-01,18893.027000000002
2014-11-02,10110.137
2014-11-03,5748.776
2014-11-04,3955.318
2014-11-05,5595.522
2014-11-06,4203.516
2014-11-07,6310.744
2014-11-08,6517.649
2014-11-09,4897.971
2014-11-10,4878.068
2014-11-11,3832.623
2014-11-12,5049.777
2014-11-13,4077.054
2014-11-14,5659.145
2014-11-15,6800.781
2014-11-16,5138.598
2014-11-17,4201.634
2014-11-18,4281.182
2014-11-19,5575.405
2014-11-20,4190.199
2014-11-21,6338.772
2014-11-22,6862.455
2014-11-23,5601.201
2014-11-24,4509.373
2014-11-25,4126.333
2014-11-26,5660.112
2014-11-27,4496.422
2014-11-28,6307.819
2014-11-29,7651.548
2014-11-30,5938.151
2014-12-01,5819.497
2014-12-02,4458.774
2014-12-03,6582.488
2014-12-04,4601.283
2014-12-05,5774.631
2014-12-06,6754.939
2014-12-07,5374.055
2014-12-08,4638.311
2014-12-09,4524.893
2014-12-10,6572.1578
2014-12-11,4866.153
2014-12-12,7624.818
2014-12-13,7136.825
2014-12-14,6593.855
2014-12-15,5660.995
2014-12-16,5718.743
2014-12-17,7941.9
2014-12-18,5762.024
2014-12-19,8840.637
2014-12-20,9662.044
2014-12-21,8704.713
2014-12-22,9595.42
2014-12-23,11912.399
2014-12-24,12750.023
2014-12-25,23397.509
2014-12-26,34044.995
2014-12-27,31033.916
2014-12-28,22137.995
2014-12-29,30488.513
2014-12-30,34706.024
2014-12-31,34619.44
2015-01-01,12773.617
2015-01-02,22363.275
2015-01-03,14651.856
2015-01-04,5821.594
2015-01-05,6211.349
2015-01-06,4709.614
2015-01-07,5183.707
2015-01-08,4487.39
2015-01-09,6610.667
2015-01-10,6991.901
2015-01-11,4397.259
2015-01-12,4205.081
2015-01-13,3605.048
2015-01-14,4512.623
2015-01-15,3744.22
2015-01-16,6516.574
2015-01-17,8992.019
2015-01-18,4530.566
2015-01-19,4163.724
2015-01-20,3970.564
2015-01-21,5156.277
2015-01-22,3748.553
2015-01-23,7431.03
2015-01-24,9319.375
2015-01-25,4911.052
2015-01-26,3457.93
2015-01-27,3825.261
2015-01-28,3916.642
2015-01-29,4241.332
2015-01-30,6973.422
2015-01-31,10518.115
2015-02-01,5446.243
2015-02-02,4718.385
2015-02-03,4205.465
2015-02-04,5085.701
2015-02-05,4192.317
2015-02-06,7869.255
2015-02-07,10579.314
2015-02-08,5883.869
2015-02-09,5006.771
2015-02-10,5216.765
2015-02-11,6633.555
2015-02-12,7675.15
2015-02-13,16887.579
2015-02-14,24057.372
2015-02-15,16867.014
2015-02-16,12482.521
2015-02-17,5627.044
2015-02-18,7509.191
2015-02-19,5474.101
2015-02-20,7615.417
2015-02-21,7312.139
2015-02-22,4737.937
2015-02-23,3610.646
2015-02-24,3750.878
2015-02-25,4881.237
2015-02-26,3703.716
2015-02-27,8293.824
2015-02-28,9960.461
2015-03-01,6085.945
2015-03-02,6202.304
2015-03-03,4954.225
2015-03-04,5804.139
2015-03-05,5637.755
2015-03-06,10180.554
2015-03-07,11983.561
2015-03-08,6004.776
2015-03-09,5407.099
2015-03-10,5468.834
2015-03-11,5671.075
2015-03-12,5990.353
2015-03-13,9923.888
2015-03-14,10965.612
2015-03-15,6220.804
2015-03-16,5591.653
2015-03-17,4831.371
2015-03-18,5362.23
2015-03-19,5554.84
2015-03-20,9722.615
2015-03-21,11349.565
2015-03-22,5964.224
2015-03-23,6247.917
2015-03-24,5022.435
2015-03-25,5487.131
2015-03-26,5887.816
2015-03-27,10501.247
2015-03-28,11446.766
2015-03-29,5965.686
2015-03-30,6175.027
2015-03-31,6126.833
2015-04-01,9943.423
2015-04-02,14082.778
2015-04-03,18412.203
2015-04-04,13262.94
2015-04-05,4861.785
2015-04-06,5465.028
2015-04-07,5395.843
2015-04-08,5349.485
2015-04-09,5188.491
2015-04-10,9081.28
2015-04-11,9778.329
2015-04-12,4949.514
2015-04-13,5351.047
2015-04-14,4242.604
2015-04-15,5357.953
2015-04-16,4832.353
2015-04-17,9085.044
2015-04-18,10086.322
2015-04-19,4536.088
2015-04-20,4878.414
2015-04-21,4204.435
2015-04-22,4705.091
2015-04-23,4613.593
2015-04-24,8428.099
2015-04-25,10759.472
2015-04-26,5230.6720000000005
2015-04-27,4350.585
2015-04-28,3785.526
2015-04-29,6052.369
2015-04-30,8921.054
2015-05-01,18413.488
2015-05-02,11367.191
2015-05-03,4642.159
2015-05-04,4076.148
2015-05-05,3724.976
2015-05-06,4252.417
2015-05-07,3613.798
2015-05-08,4852.759
2015-05-09,5703.231
2015-05-10,3734.938
2015-05-11,3694.507
2015-05-12,3448.292
2015-05-13,4093.867
2015-05-14,3823.009
2015-05-15,5290.998
2015-05-16,6071.152
2015-05-17,4560.782
2015-05-18,3637.493
2015-05-19,3226.471
2015-05-20,3944.087
2015-05-21,4011.359
2015-05-22,5150.734
2015-05-23,6195.25
2015-05-24,4554.655
2015-05-25,3769.207
2015-05-26,3675.074
2015-05-27,4178.127
2015-05-28,3501.345
2015-05-29,6252.493
2015-05-30,7902.739
2015-05-31,5893.445
2015-06-01,4835.403
2015-06-02,5160.379
2015-06-03,7124.323
2015-06-04,5034.373
2015-06-05,6439.143
2015-06-06,7500.833
2015-06-07,6320.235
2015-06-08,5911.974
2015-06-09,4369.434
2015-06-10,6292.879
2015-06-11,4500.744
2015-06-12,6894.949
2015-06-13,7815.155
2015-06-14,6282.871
2015-06-15,5609.551
2015-06-16,4354.503
2015-06-17,6801.877
2015-06-18,4422.942
2015-06-19,7216.667
2015-06-20,7586.546
2015-06-21,5906.776
2015-06-22,6190.802
2015-06-23,5258.634
2015-06-24,5632.186
2015-06-25,4723.655
2015-06-26,6850.407
2015-06-27,8478.06
2015-06-28,5624.861
2015-06-29,4909.229
2015-06-30,5225.235
2015-07-01,7416.053
2015-07-02,4699.267
2015-07-03,8222.993
2015-07-04,10260.679
2015-07-05,8503.83
2015-07-06,6839.772
2015-07-07,5390.577
2015-07-08,7264.349
2015-07-09,4955.79
2015-07-10,7270.072
2015-07-11,7097.685
2015-07-12,7330.395
2015-07-13,5250.285
2015-07-14,4822.165
2015-07-15,6621.931
2015-07-16,4787.817
2015-07-17,7900.513
2015-07-18,9074.231
2015-07-19,6633.6050000000005
2015-07-20,5406.42
2015-07-21,5541.749
2015-07-22,6947.646
2015-07-23,6069.017
2015-07-24,8670.071
2015-07-25,9694.056
2015-07-26,6580.04
2015-07-27,6225.122
2015-07-28,5494.145
2015-07-29,6683.399
2015-07-30,5125.279
2015-07-31,8472.172
2015-08-01,11353.155
2015-08-02,8084.883
2015-08-03,7713.132
2015-08-04,6855.006
2015-08-05,8618.272
2015-08-06,5933.622
2015-08-07,13066.049
2015-08-08,22199.616
2015-08-09,14191.606
2015-08-10,8180.936
2015-08-11,7869.766
2015-08-12,8376.553
2015-08-13,5898.416
2015-08-14,6523.81
2015-08-15,9533.637
2015-08-16,7371.584
2015-08-17,5664.7210000000005
2015-08-18,5325.753
2015-08-19,7673.281
2015-08-20,5807.094
2015-08-21,8313.731
2015-08-22,9222.063
2015-08-23,6900.706
2015-08-24,5676.559
2015-08-25,4701.312
2015-08-26,6343.282
2015-08-27,4846.258
2015-08-28,6924.23
2015-08-29,7977.508
2015-08-30,5428.198
2015-08-31,5139.538
2015-09-01,5272.079
2015-09-02,8019.967
2015-09-03,4467.244
2015-09-04,6475.37
2015-09-05,7658.166
2015-09-06,5238.618
2015-09-07,4706.455
2015-09-08,5211.73
2015-09-09,6346.252
2015-09-10,4816.217
2015-09-11,5923.518
2015-09-12,7647.892
2015-09-13,5363.772
2015-09-14,4698.774
2015-09-15,4388.979
2015-09-16,6587.351
2015-09-17,4742.413
2015-09-18,6836.715
2015-09-19,6910.496
2015-09-20,4936.276
2015-09-21,5369.507
2015-09-22,3889.584
2015-09-23,6509.261
2015-09-24,4722.558
2015-09-25,6896.823
2015-09-26,7285.917
2015-09-27,5361.509
2015-09-28,4686.376
2015-09-29,4024.486
2015-09-30,5690.733
2015-10-01,5993.671
2015-10-02,8573.41
2015-10-03,9365.103
2015-10-04,7485.016
2015-10-05,7087.921
2015-10-06,5972.272
2015-10-07,9784.441
2015-10-08,12436.447
2015-10-09,21424.754
2015-10-10,13443.006
2015-10-11,6869.171
2015-10-12,5660.8
2015-10-13,4581.019
2015-10-14,6235.496
2015-10-15,5188.804
2015-10-16,6928.162
2015-10-17,7212.427
2015-10-18,5146.757
2015-10-19,4891.266
2015-10-20,4550.372
2015-10-21,6411.51
2015-10-22,4298.511
2015-10-23,6343.288
2015-10-24,6156.091
2015-10-25,5064.257
2015-10-26,5167.586
2015-10-27,4942.004
2015-10-28,7230.571
2015-10-29,6308.057
2015-10-30,12851.464
2015-10-31,23558.58
2015-11-01,19825.305
2015-11-02,11690.558
2015-11-03,7971.895
2015-11-04,7384.849
2015-11-05,4630.186
2015-11-06,6010.284
2015-11-07,6584.403
2015-11-08,4987.013
2015-11-09,4610.131
2015-11-10,3190.013
2015-11-11,6812.046
2015-11-12,4634.87
2015-11-13,6339.421
2015-11-14,7006.485
2015-11-15,6374.252
2015-11-16,5206.024
2015-11-17,4345.759
2015-11-18,5905.397
2015-11-19,4142.005
2015-11-20,5950.307
2015-11-21,6563.186
2015-11-22,5219.792
2015-11-23,5607.488
2015-11-24,4858.728
2015-11-25,6394.095
2015-11-26,4494.399
2015-11-27,7371.573
2015-11-28,7556.853
2015-11-29,5558.514
2015-11-30,6309.418
2015-12-01,5786.473
2015-12-02,8047.459
2015-12-03,5688.694
2015-12-04,7221.896
2015-12-05,6532.15
2015-12-06,6966.796
2015-12-07,5510.706
2015-12-08,5077.241
2015-12-09,7326.121
2015-12-10,4924.767
2015-12-11,7214.435
2015-12-12,7333.946
2015-12-13,7185.628
2015-12-14,5789.618
2015-12-15,7628.962
2015-12-16,7701.773
2015-12-17,5938.716
2015-12-18,10296.063
2015-12-19,9736.293
2015-12-20,7560.921
2015-12-21,8094.054
2015-12-22,9545.353
2015-12-23,12284.629
2015-12-24,10590.875
2015-12-25,18277.133
2015-12-26,25963.391
2015-12-27,21101.115
2015-12-28,21941.24
2015-12-29,26573.975
2015-12-30,35315.079
2015-12-31,34061.519
2016-01-01,16433.394
2016-01-02,19655.15
2016-01-03,9011.891
2016-01-04,8681.174
2016-01-05,6518.812
2016-01-06,8925.823
2016-01-07,5742.918
2016-01-08,8860.781
2016-01-09,10407.142
2016-01-10,7172.088
2016-01-11,6191.655
2016-01-12,4420.095
2016-01-13,7029.801
2016-01-14,4666.068
2016-01-15,9677.275
2016-01-16,11817.342
2016-01-17,6549.948
2016-01-18,6563.806
2016-01-19,5156.436
2016-01-20,7015.623
2016-01-21,5355.853
2016-01-22,10370.342
2016-01-23,10677.371
2016-01-24,6365.368
2016-01-25,5935.524
2016-01-26,5167.964
2016-01-27,7300.491
2016-01-28,5716.472
2016-01-29,9032.304
2016-01-30,12358.511
2016-01-31,7686.001
2016-02-01,7406.889
2016-02-02,7530.15
2016-02-03,11287.382
2016-02-04,12253.94
2016-02-05,27208.098
2016-02-06,37484.34
2016-02-07,27994.232
2016-02-08,18360.071
2016-02-09,8176.902
2016-02-10,13307.187
2016-02-11,9354.355
2016-02-12,12057.813
2016-02-13,12327.811
2016-02-14,6722.031
2016-02-15,6940.96
2016-02-16,6252.141
2016-02-17,9409.168
2016-02-18,7849.205
2016-02-19,13121.048
2016-02-20,15408.241
2016-02-21,7286.227
2016-02-22,8614.079
2016-02-23,5900.234
2016-02-24,7911.555
2016-02-25,7216.188
2016-02-26,13332.157
2016-02-27,14377.847
2016-02-28,8584.685
2016-02-29,6825.37
2016-03-01,8175.59
2016-03-02,9866.874
2016-03-03,7472.913
2016-03-04,15339.916
