customer_id,job_title,job_industry_category
440,Business Systems Development Analyst,Telecommunications
441,Analyst Programmer,IT
442,,Financial Services
443,,Argiculture
444,Staff Scientist,Manufacturing
445,Executive Secretary,Financial Services
446,Tax Accountant,IT
447,Help Desk Technician,Argiculture
448,Software Engineer III,IT
449,VP Product Management,Manufacturing
450,Structural Analysis Engineer,Entertainment
451,Quality Control Specialist,IT
452,Account Coordinator,Property
453,Assistant Professor,IT
454,Research Nurse,Health
455,Civil Engineer,Manufacturing
456,Automation Specialist I,Manufacturing
457,Recruiting Manager,Financial Services
458,Account Representative IV,Manufacturing
459,Civil Engineer,Manufacturing
460,Electrical Engineer,Manufacturing
461,Social Worker,Health
462,,Manufacturing
463,Senior Cost Accountant,Financial Services
464,,
465,Developer III,Financial Services
466,,Manufacturing
467,Human Resources Assistant I,Property
468,Software Test Engineer I,Property
469,Actuary,Financial Services
470,Internal Auditor,Retail
471,GIS Technical Architect,Financial Services
472,Internal Auditor,Financial Services
473,Junior Executive,Health
474,Geologist IV,Entertainment
475,Nuclear Power Engineer,Manufacturing
476,Computer Systems Analyst IV,
477,Media Manager II,Financial Services
478,Chief Design Engineer,
479,,IT
480,Registered Nurse,Health
481,Programmer IV,Argiculture
482,,Health
483,Sales Representative,Retail
484,Programmer IV,Manufacturing
485,Statistician III,Manufacturing
486,Technical Writer,Manufacturing
487,Food Chemist,Health
488,Help Desk Operator,Property
489,Senior Editor,Retail
490,Environmental Tech,Argiculture
491,Speech Pathologist,Property
492,Environmental Tech,Financial Services
493,Electrical Engineer,Manufacturing
494,Design Engineer,Manufacturing
495,VP Accounting,Financial Services
496,Engineer II,Financial Services
497,,Property
498,VP Sales,Manufacturing
499,Budget/Accounting Analyst III,Financial Services
500,Recruiting Manager,Retail
501,Environmental Specialist,
502,Teacher,Manufacturing
503,Dental Hygienist,Health
504,Environmental Tech,Manufacturing
505,,
506,Health Coach II,Retail
507,,Health
508,Project Manager,Property
509,Developer II,Financial Services
510,,
511,Dental Hygienist,Health
512,VP Accounting,Financial Services
513,Tax Accountant,IT
514,Associate Professor,Financial Services
515,Help Desk Operator,IT
516,Environmental Tech,Financial Services
517,Chief Design Engineer,Property
518,Database Administrator IV,Retail
519,,
520,VP Quality Control,Financial Services
521,Help Desk Operator,Health
522,,
523,Senior Financial Analyst,Financial Services
524,Nurse,Retail
525,Chemical Engineer,Manufacturing
526,Social Worker,Health
527,VP Quality Control,Financial Services
528,Registered Nurse,Health
529,Operator,Retail
530,Recruiter,Manufacturing
531,Senior Cost Accountant,Financial Services
532,Community Outreach Specialist,Financial Services
533,Database Administrator III,Retail
534,Systems Administrator I,
535,,
536,Recruiting Manager,Manufacturing
537,Structural Engineer,Entertainment
538,Chemical Engineer,Manufacturing
539,,Health
540,Chemical Engineer,Manufacturing
541,,Manufacturing
542,Accountant III,Manufacturing
543,Account Coordinator,Retail
544,Structural Engineer,Manufacturing
545,Project Manager,Health
546,Information Systems Manager,Health
547,Sales Associate,Health
548,,IT
549,Human Resources Manager,Retail
550,,Retail
551,Structural Engineer,Financial Services
552,Geological Engineer,Manufacturing
553,Senior Sales Associate,Argiculture
554,Graphic Designer,Health
555,Junior Executive,Property
556,Junior Executive,
557,,Manufacturing
558,Programmer Analyst III,
559,Payment Adjustment Coordinator,Retail
560,Social Worker,Health
561,Tax Accountant,
562,Marketing Assistant,
563,Accounting Assistant II,IT
564,Operator,Retail
565,Civil Engineer,Manufacturing
566,Systems Administrator I,Financial Services
567,,Financial Services
568,VP Sales,Manufacturing
569,Analog Circuit Design manager,IT
570,VP Product Management,Financial Services
571,Assistant Media Planner,Entertainment
572,Clinical Specialist,Health
573,General Manager,
574,Senior Cost Accountant,Financial Services
575,VP Accounting,Financial Services
576,Recruiter,Retail
577,,Property
578,Web Developer I,
579,Software Engineer II,Health
580,Compensation Analyst,Financial Services
581,Computer Systems Analyst IV,Financial Services
582,Staff Scientist,IT
583,Registered Nurse,Health
584,Tax Accountant,Manufacturing
585,Pharmacist,Health
586,Chief Design Engineer,Manufacturing
587,Registered Nurse,Health
588,Assistant Media Planner,Entertainment
589,Compensation Analyst,Financial Services
590,Assistant Professor,Health
591,Business Systems Development Analyst,Entertainment
592,VP Sales,Manufacturing
593,Structural Analysis Engineer,
594,Office Assistant II,
595,VP Marketing,Financial Services
596,Recruiter,Property
597,Recruiter,Manufacturing
598,Financial Advisor,Financial Services
599,Senior Financial Analyst,Financial Services
600,Nurse,Argiculture
601,Senior Quality Engineer,Retail
602,Office Assistant II,
603,Marketing Assistant,Financial Services
604,Help Desk Operator,IT
605,Electrical Engineer,Manufacturing
606,Chemical Engineer,Manufacturing
607,Dental Hygienist,Health
608,Accounting Assistant I,Retail
609,Computer Systems Analyst II,Health
610,Help Desk Technician,Financial Services
611,Help Desk Technician,Manufacturing
612,GIS Technical Architect,Health
613,Analyst Programmer,Property
614,,Manufacturing
615,Human Resources Assistant I,Property
616,,Health
617,Director of Sales,Property
618,Electrical Engineer,Manufacturing
619,Speech Pathologist,Property
620,Financial Analyst,Financial Services
621,Systems Administrator III,
622,,Financial Services
623,Health Coach II,Property
624,Research Assistant II,Manufacturing
625,Assistant Media Planner,Entertainment
626,Geological Engineer,Manufacturing
627,,
628,Actuary,Financial Services
629,Chemical Engineer,Manufacturing
630,Statistician III,Property
631,Computer Systems Analyst I,Health
632,General Manager,Health
633,Nurse,
634,Speech Pathologist,Manufacturing
635,Programmer Analyst IV,
636,Systems Administrator II,
637,Health Coach I,Health
638,,Manufacturing
639,Nuclear Power Engineer,Manufacturing
640,Librarian,Entertainment
641,Accounting Assistant I,Manufacturing
642,Automation Specialist IV,Property
643,Assistant Media Planner,Entertainment
644,Administrative Officer,Health
645,Analyst Programmer,
646,Human Resources Manager,Manufacturing
647,Assistant Manager,Retail
648,Accountant II,Financial Services
649,Legal Assistant,Financial Services
650,Assistant Manager,Health
651,Tax Accountant,Health
652,Staff Scientist,Financial Services
653,Graphic Designer,Financial Services
654,Administrative Officer,Manufacturing
655,General Manager,Manufacturing
656,Automation Specialist III,Manufacturing
657,Safety Technician II,Manufacturing
658,Tax Accountant,Manufacturing
659,,Financial Services
660,Geological Engineer,Manufacturing
661,Sales Associate,IT
662,Chemical Engineer,Manufacturing
663,VP Sales,Property
664,Research Nurse,Health
665,Human Resources Assistant I,
666,Social Worker,Health
667,Payment Adjustment Coordinator,Manufacturing
668,Junior Executive,Health
669,Research Associate,
670,Business Systems Development Analyst,Retail
671,,Argiculture
672,Analog Circuit Design manager,Retail
673,VP Sales,Health
674,Developer II,
675,Administrative Assistant I,Financial Services
676,Senior Editor,
677,Senior Cost Accountant,Financial Services
678,Accounting Assistant II,IT
679,Registered Nurse,Health
680,,IT
681,VP Product Management,Manufacturing
682,Health Coach IV,Health
683,,Manufacturing
684,Desktop Support Technician,Financial Services
685,Senior Developer,IT
686,GIS Technical Architect,Argiculture
687,Executive Secretary,Retail
688,Junior Executive,Health
689,Senior Developer,Entertainment
690,Assistant Professor,
691,,Financial Services
692,Database Administrator IV,Property
693,,Financial Services
694,Media Manager III,Health
695,Engineer II,Health
696,Programmer Analyst II,
697,Environmental Specialist,Entertainment
698,Human Resources Manager,Manufacturing
699,Account Representative IV,IT
700,,Financial Services
701,Food Chemist,Health
702,Help Desk Technician,
703,,Property
704,Research Nurse,Health
705,Quality Engineer,Retail
706,Media Manager IV,Financial Services
707,Executive Secretary,
708,Safety Technician II,IT
709,Accountant III,Financial Services
710,Sales Representative,Retail
711,,
712,,IT
713,Help Desk Technician,
714,,Manufacturing
715,Junior Executive,
716,Social Worker,Health
717,VP Product Management,Manufacturing
718,Engineer I,Manufacturing
719,Administrative Officer,Retail
720,Recruiting Manager,Retail
721,Account Representative III,
722,Marketing Manager,IT
723,Food Chemist,Health
724,Analog Circuit Design manager,Financial Services
725,Design Engineer,Health
726,Information Systems Manager,Health
727,Senior Editor,Manufacturing
728,VP Accounting,Financial Services
729,Analog Circuit Design manager,Health
730,Web Designer IV,
731,,
732,Actuary,Financial Services
733,,Manufacturing
734,Programmer III,Retail
735,Assistant Manager,Financial Services
736,Help Desk Operator,
737,Systems Administrator III,
738,,Argiculture
739,Senior Editor,Manufacturing
740,,Financial Services
741,,
742,Senior Developer,Manufacturing
743,VP Accounting,Financial Services
744,Graphic Designer,Manufacturing
745,,Manufacturing
746,Business Systems Development Analyst,
747,Database Administrator II,
748,VP Marketing,Financial Services
749,Environmental Specialist,Argiculture
750,Analyst Programmer,Retail
751,Business Systems Development Analyst,Financial Services
752,Speech Pathologist,Financial Services
753,Food Chemist,Health
754,Senior Financial Analyst,Financial Services
755,Senior Cost Accountant,Financial Services
756,Computer Systems Analyst IV,Manufacturing
757,Environmental Tech,Financial Services
758,,Manufacturing
759,Clinical Specialist,Health
760,Assistant Professor,
761,Media Manager II,Health
762,Environmental Specialist,
763,Computer Systems Analyst IV,Manufacturing
764,Environmental Tech,Financial Services
765,,Retail
766,,Retail
767,Budget/Accounting Analyst II,Manufacturing
768,Web Developer IV,Argiculture
769,Analog Circuit Design manager,IT
770,Software Consultant,IT
771,,
772,Community Outreach Specialist,Entertainment
773,,Financial Services
774,Operator,Manufacturing
775,Accounting Assistant IV,Manufacturing
776,Financial Analyst,Financial Services
777,Paralegal,Financial Services
778,Assistant Professor,Manufacturing
779,Staff Accountant III,Health
780,Professor,Financial Services
781,Legal Assistant,Manufacturing
782,Geological Engineer,Manufacturing
783,Information Systems Manager,Retail
784,Accounting Assistant III,IT
785,Assistant Professor,Manufacturing
786,,Financial Services
787,,Retail
788,Social Worker,Health
789,Geological Engineer,Manufacturing
790,Senior Editor,
791,Professor,Manufacturing
792,Structural Engineer,
793,Actuary,Financial Services
794,Compensation Analyst,Financial Services
795,Environmental Tech,Financial Services
796,Financial Analyst,Financial Services
797,Internal Auditor,Financial Services
798,Teacher,Financial Services
799,Programmer I,IT
800,Account Coordinator,Manufacturing
801,Geologist IV,
802,Financial Analyst,Financial Services
803,Nuclear Power Engineer,Manufacturing
804,Technical Writer,
805,Electrical Engineer,Manufacturing
806,Sales Representative,Retail
807,Safety Technician I,
808,Social Worker,Health
809,Biostatistician III,Health
810,Software Test Engineer IV,Health
811,Nurse Practicioner,
812,,Financial Services
813,Account Representative III,Health
814,Analog Circuit Design manager,Manufacturing
815,,Manufacturing
816,Product Engineer,Manufacturing
817,Editor,Financial Services
818,Chemical Engineer,Manufacturing
819,Associate Professor,Manufacturing
820,,Financial Services
821,Financial Analyst,Financial Services
822,Sales Associate,Health
823,Internal Auditor,Manufacturing
824,Financial Advisor,Financial Services
825,Computer Systems Analyst IV,
826,Recruiting Manager,Financial Services
827,,Health
828,,Health
829,Environmental Tech,Financial Services
830,VP Quality Control,Manufacturing
831,Paralegal,Financial Services
832,Research Assistant IV,Retail
833,Safety Technician II,
834,Environmental Tech,Financial Services
835,Electrical Engineer,Manufacturing
836,Actuary,Financial Services
837,Internal Auditor,
838,Financial Advisor,Financial Services
839,Structural Analysis Engineer,IT
840,VP Sales,Financial Services
841,Marketing Manager,Manufacturing
842,Compensation Analyst,Financial Services
843,Developer II,Manufacturing
844,Nurse Practicioner,Financial Services
845,Associate Professor,Manufacturing
846,Geologist I,Manufacturing
847,Chief Design Engineer,Retail
848,VP Product Management,Manufacturing
849,Librarian,Entertainment
850,Clinical Specialist,Health
851,Project Manager,
852,Compensation Analyst,Financial Services
853,Media Manager I,Retail
854,Marketing Manager,
855,General Manager,Retail
856,Quality Engineer,Financial Services
857,General Manager,
858,Internal Auditor,Financial Services
859,Geologist I,Financial Services
860,,
861,Senior Financial Analyst,Financial Services
862,Information Systems Manager,Argiculture
863,Senior Financial Analyst,Financial Services
864,,Retail
865,Desktop Support Technician,Telecommunications
866,Associate Professor,
867,VP Marketing,
868,VP Accounting,Financial Services
869,Account Representative I,Financial Services
870,Pharmacist,Health
871,,
872,Structural Engineer,IT
873,Occupational Therapist,Health
874,,Health
875,Recruiting Manager,Financial Services
876,Physical Therapy Assistant,IT
877,Accounting Assistant III,Financial Services
878,Environmental Specialist,Manufacturing
879,,
880,Internal Auditor,
881,Information Systems Manager,
882,,Property
883,Recruiter,IT
884,Web Designer IV,Property
885,Statistician IV,Financial Services
886,Accounting Assistant III,Health
887,,Manufacturing
888,Accountant IV,Manufacturing
889,Sales Representative,Retail
890,Dental Hygienist,Health
891,Occupational Therapist,Health
892,Office Assistant II,IT
893,Geologist I,IT
894,Desktop Support Technician,Financial Services
895,,
896,VP Sales,
897,Account Executive,Manufacturing
898,General Manager,Financial Services
899,Business Systems Development Analyst,Health
900,Associate Professor,Manufacturing
901,,Retail
902,Staff Scientist,Retail
903,,Financial Services
904,Database Administrator II,
905,Safety Technician II,Manufacturing
906,Financial Analyst,Financial Services
907,Sales Associate,Property
908,,Financial Services
909,Operator,
910,Biostatistician I,Financial Services
911,Structural Analysis Engineer,Property
912,Sales Representative,Retail
913,,Financial Services
914,Chemical Engineer,Manufacturing
915,Budget/Accounting Analyst IV,Entertainment
916,Recruiter,
917,VP Product Management,Financial Services
918,Internal Auditor,Health
919,Registered Nurse,Health
920,Software Test Engineer IV,Health
921,Help Desk Technician,Manufacturing
922,Operator,Financial Services
923,Senior Financial Analyst,Financial Services
924,Computer Systems Analyst II,
925,Accountant IV,Manufacturing
926,Professor,Telecommunications
927,Cost Accountant,Financial Services
928,Associate Professor,
929,Database Administrator III,Financial Services
930,Executive Secretary,Retail
931,Design Engineer,Manufacturing
932,Graphic Designer,
933,Help Desk Operator,Retail
934,Human Resources Manager,Manufacturing
935,Marketing Manager,
936,Speech Pathologist,Health
937,Human Resources Assistant IV,Manufacturing
938,Technical Writer,Retail
939,Product Engineer,Manufacturing
940,Administrative Officer,Manufacturing
941,Recruiting Manager,Financial Services
942,Director of Sales,Financial Services
943,Legal Assistant,Property
944,,Manufacturing
945,Human Resources Manager,
946,Research Associate,Manufacturing
947,Pharmacist,Health
948,Recruiting Manager,
949,Executive Secretary,Health
950,Recruiter,IT
951,Assistant Media Planner,Entertainment
952,VP Sales,Financial Services
953,,
954,VP Quality Control,Manufacturing
955,Research Nurse,Health
956,Nuclear Power Engineer,Manufacturing
957,Automation Specialist I,Manufacturing
958,Biostatistician IV,Health
959,Staff Scientist,
960,GIS Technical Architect,Health
961,Assistant Manager,Financial Services
962,VP Product Management,
963,Budget/Accounting Analyst I,
964,Assistant Professor,Financial Services
965,Structural Engineer,Retail
966,Speech Pathologist,Retail
967,Sales Associate,Manufacturing
968,Accountant IV,IT
969,Health Coach IV,Health
970,VP Accounting,Financial Services
971,Geologist I,Manufacturing
972,Project Manager,Retail
973,Data Coordiator,Health
974,Administrative Assistant IV,
975,Automation Specialist IV,IT
976,Graphic Designer,Financial Services
977,Staff Accountant III,
978,Nurse Practicioner,
979,Budget/Accounting Analyst I,Manufacturing
980,Registered Nurse,Health
981,,Retail
982,Geologist III,Health
983,,IT
984,Programmer I,Manufacturing
985,Help Desk Operator,Retail
986,Office Assistant I,Manufacturing
987,Senior Cost Accountant,Financial Services
988,Director of Sales,Manufacturing
989,Project Manager,Financial Services
990,Administrative Officer,Manufacturing
991,Financial Analyst,Financial Services
992,,Property
993,Account Coordinator,Argiculture
994,Librarian,Entertainment
995,Information Systems Manager,Health
996,Assistant Manager,IT
997,Teacher,Telecommunications
998,Speech Pathologist,Manufacturing
999,Recruiting Manager,
1000,Compensation Analyst,Financial Services
1001,Recruiter,Retail
1002,Business Systems Development Analyst,
1003,Paralegal,Financial Services
1004,Business Systems Development Analyst,IT
1005,Design Engineer,IT
1006,Quality Control Specialist,Telecommunications
1007,,Retail
1008,Teacher,
1009,Research Associate,Manufacturing
1010,Nurse,Financial Services
1011,Occupational Therapist,Health
