transaction_id,transaction_date,online_order,order_status,customer_id,product_id,brand
180,2017-03-18,True,Approved,3349,20,Trek Bicycles
181,2017-02-24,False,Approved,1002,17,Solex
182,2017-02-18,False,Approved,2282,16,Norco Bicycles
183,2017-01-07,False,Approved,2656,46,Solex
184,2017-07-05,True,Approved,2409,71,Solex
185,2017-11-19,False,Approved,1711,91,WeareA2B
186,2017-11-08,True,Approved,2582,17,Solex
187,2017-07-24,True,Approved,1005,1,Giant Bicycles
188,2017-01-15,True,Approved,1597,3,Trek Bicycles
189,2017-01-12,True,Approved,2713,56,OHM Cycles
190,2017-11-27,True,Approved,1435,37,OHM Cycles
191,2017-06-30,True,Approved,1477,34,Norco Bicycles
192,2017-07-15,True,Approved,1614,0,Giant Bicycles
193,2017-06-22,True,Approved,1254,12,WeareA2B
194,2017-05-02,False,Approved,1423,25,Giant Bicycles
195,2017-12-27,False,Approved,276,81,Norco Bicycles
196,2017-12-21,True,Approved,1315,19,OHM Cycles
197,2017-05-23,True,Approved,591,45,Solex
198,2017-02-02,False,Approved,1017,74,WeareA2B
199,2017-06-08,False,Approved,2123,33,Giant Bicycles
200,2017-04-15,True,Approved,2889,57,WeareA2B
201,2017-09-05,True,Approved,3208,0,Trek Bicycles
202,2017-02-26,True,Approved,2406,23,Norco Bicycles
203,2017-07-29,False,Approved,2041,67,Norco Bicycles
204,2017-07-03,True,Approved,1598,81,Norco Bicycles
205,2017-05-27,True,Approved,1842,58,OHM Cycles
206,2017-05-05,False,Approved,141,5,Giant Bicycles
207,2017-09-09,False,Approved,1321,94,Giant Bicycles
208,2017-05-21,False,Approved,183,51,OHM Cycles
209,2017-09-22,False,Approved,2591,59,WeareA2B
210,2017-04-12,True,Approved,3356,63,Solex
211,2017-05-07,True,Approved,766,40,OHM Cycles
212,2017-01-13,False,Approved,1596,80,Trek Bicycles
213,2017-12-14,False,Approved,520,82,Norco Bicycles
214,2017-03-22,True,Approved,868,46,Solex
215,2017-09-30,False,Approved,2999,78,Giant Bicycles
216,2017-11-29,True,Approved,352,72,Norco Bicycles
217,2017-06-09,False,Approved,1140,75,Giant Bicycles
218,2017-04-21,False,Approved,621,40,Trek Bicycles
219,2017-11-13,False,Approved,3307,2,Giant Bicycles
220,2017-04-09,True,Approved,1502,10,WeareA2B
221,2017-05-08,False,Approved,936,35,Giant Bicycles
222,2017-07-08,True,Approved,939,8,Solex
223,2017-11-30,False,Approved,2698,2,Giant Bicycles
224,2017-04-25,True,Approved,579,69,Giant Bicycles
225,2017-03-30,True,Approved,2036,54,WeareA2B
226,2017-03-10,False,Approved,3077,8,Solex
227,2017-03-16,True,Approved,369,86,OHM Cycles
228,2017-04-04,True,Approved,821,13,Solex
229,2017-03-13,True,Approved,2687,19,Trek Bicycles
230,2017-12-23,True,Approved,681,86,OHM Cycles
231,2017-08-12,True,Approved,37,46,OHM Cycles
232,2017-08-04,False,Approved,3002,30,Solex
233,2017-09-01,False,Approved,396,92,WeareA2B
234,2017-09-01,True,Approved,550,71,Solex
235,2017-07-02,False,Approved,1605,77,Norco Bicycles
236,2017-08-31,True,Approved,2325,7,Giant Bicycles
237,2017-03-11,True,Approved,1420,23,Norco Bicycles
238,2017-10-08,False,Approved,3099,12,WeareA2B
239,2017-10-01,True,Approved,1645,61,OHM Cycles
240,2017-11-23,False,Approved,546,21,Solex
241,2017-03-27,True,Approved,2885,86,OHM Cycles
242,2017-12-04,False,Approved,2740,57,WeareA2B
243,2017-11-13,True,Approved,3166,63,Solex
244,2017-12-20,True,Approved,3487,63,WeareA2B
245,2017-09-22,True,Approved,2890,33,Giant Bicycles
246,2017-01-22,False,Approved,3370,98,OHM Cycles
247,2017-01-29,True,Approved,3393,15,Norco Bicycles
248,2017-07-21,False,Approved,2410,57,WeareA2B
249,2017-02-10,True,Approved,3466,61,OHM Cycles
250,2017-11-25,False,Cancelled,1454,48,WeareA2B
251,2017-04-11,False,Approved,1967,63,Solex
252,2017-12-03,False,Approved,3089,78,Giant Bicycles
253,2017-12-30,False,Approved,3123,2,Giant Bicycles
254,2017-07-26,False,Approved,2692,67,Solex
255,2017-04-01,True,Cancelled,2801,67,Norco Bicycles
256,2017-10-22,True,Approved,1580,13,Solex
257,2017-03-22,False,Approved,352,65,WeareA2B
258,2017-06-15,True,Approved,1777,49,Trek Bicycles
259,2017-07-06,True,Approved,142,87,Giant Bicycles
260,2017-12-28,False,Approved,3393,31,Giant Bicycles
261,2017-05-09,False,Approved,599,17,Solex
262,2017-01-18,False,Approved,1258,91,Solex
263,2017-10-22,True,Approved,3405,53,OHM Cycles
264,2017-01-30,False,Approved,3198,38,Solex
265,2017-06-26,False,Approved,834,20,Trek Bicycles
266,2017-11-07,True,Approved,3467,44,WeareA2B
267,2017-08-13,True,Approved,3436,69,Giant Bicycles
268,2017-08-27,False,Approved,1516,68,OHM Cycles
269,2017-01-25,True,Approved,2833,11,Giant Bicycles
270,2017-02-13,False,Approved,2362,2,Solex
271,2017-07-11,False,Approved,2337,27,Trek Bicycles
272,2017-04-30,True,Approved,2149,0,Trek Bicycles
273,2017-05-19,False,Approved,2133,81,Solex
274,2017-05-26,True,Approved,360,6,OHM Cycles
275,2017-02-03,True,Approved,2969,76,WeareA2B
276,2017-04-28,False,Approved,1720,18,Solex
277,2017-03-23,False,Approved,2904,18,Norco Bicycles
278,2017-06-03,False,Approved,754,9,OHM Cycles
279,2017-04-25,False,Approved,1826,35,Giant Bicycles
280,2017-04-08,False,Approved,2487,93,WeareA2B
281,2017-02-18,False,Approved,2815,40,OHM Cycles
282,2017-05-04,False,Approved,541,1,Giant Bicycles
283,2017-03-29,False,Approved,302,16,Norco Bicycles
284,2017-10-03,True,Approved,2024,44,WeareA2B
285,2017-07-27,True,Approved,142,48,WeareA2B
286,2017-08-07,True,Approved,768,56,OHM Cycles
287,2017-02-07,True,Approved,2147,36,Solex
288,2017-11-20,True,Approved,529,36,Solex
289,2017-02-23,False,Approved,825,13,Solex
290,2017-04-05,True,Approved,624,55,Trek Bicycles
291,2017-11-07,False,Approved,2302,38,Solex
292,2017-10-28,False,Approved,3380,64,Giant Bicycles
293,2017-11-19,False,Approved,314,0,OHM Cycles
294,2017-08-25,True,Approved,1079,79,Norco Bicycles
295,2017-01-20,True,Approved,1643,11,Giant Bicycles
296,2017-03-14,True,Approved,1524,91,Solex
297,2017-04-14,True,Approved,3205,18,Solex
298,2017-11-20,True,Approved,2860,17,Solex
299,2017-05-24,False,Approved,772,13,Solex
300,2017-03-25,True,Approved,323,4,Giant Bicycles
301,2017-03-24,False,Approved,2530,78,Giant Bicycles
302,2017-03-17,True,Approved,2426,42,OHM Cycles
303,2017-11-18,False,Approved,1883,48,WeareA2B
304,2017-04-07,False,Approved,2745,12,WeareA2B
305,2017-01-04,False,Approved,2819,77,Norco Bicycles
306,2017-12-13,False,Approved,792,25,OHM Cycles
307,2017-04-20,False,Approved,923,35,Giant Bicycles
308,2017-07-21,False,Approved,3353,7,Trek Bicycles
309,2017-11-27,False,Approved,3394,68,OHM Cycles
310,2017-10-21,False,Approved,3213,75,Giant Bicycles
311,2017-03-07,False,Approved,3260,77,WeareA2B
312,2017-12-04,False,Approved,1015,1,Giant Bicycles
313,2017-01-25,False,Approved,2266,81,Solex
314,2017-08-20,True,Approved,58,6,OHM Cycles
315,2017-12-18,True,Approved,3118,40,Trek Bicycles
316,2017-08-01,False,Approved,1414,62,Solex
317,2017-06-19,True,Approved,2202,90,Norco Bicycles
318,2017-05-31,True,Approved,2144,32,Giant Bicycles
319,2017-10-09,True,Approved,1033,65,WeareA2B
320,2017-06-20,True,Approved,2157,15,Norco Bicycles
321,2017-01-23,False,Approved,1097,36,Solex
322,2017-04-19,False,Approved,2757,12,WeareA2B
323,2017-11-08,True,Approved,87,67,Norco Bicycles
324,2017-10-11,False,Approved,2049,87,OHM Cycles
325,2017-11-14,True,Approved,952,62,Solex
326,2017-01-20,False,Approved,1745,55,Trek Bicycles
327,2017-05-09,True,Approved,40,1,Giant Bicycles
328,2017-10-17,True,Approved,372,98,Trek Bicycles
329,2017-08-11,True,Approved,1627,79,Norco Bicycles
330,2017-11-15,False,Approved,444,1,Giant Bicycles
331,2017-05-23,False,Approved,217,61,Norco Bicycles
332,2017-08-02,True,Approved,1656,71,Solex
333,2017-12-16,True,Approved,485,58,OHM Cycles
334,2017-02-21,False,Approved,2252,86,Norco Bicycles
335,2017-11-01,False,Approved,3103,95,Giant Bicycles
336,2017-10-05,True,Approved,506,55,Trek Bicycles
337,2017-10-30,False,Approved,1615,82,Norco Bicycles
338,2017-01-02,True,Approved,1881,32,Giant Bicycles
339,2017-12-04,True,Approved,2903,65,WeareA2B
340,2017-12-16,False,Approved,1274,49,Trek Bicycles
341,2017-08-27,False,Approved,1443,1,Giant Bicycles
342,2017-03-14,False,Approved,2091,24,Solex
343,2017-03-11,False,Approved,1478,61,Norco Bicycles
344,2017-07-09,False,Approved,1493,7,Giant Bicycles
345,2017-03-21,False,Approved,1614,84,Giant Bicycles
346,2017-07-19,False,Approved,476,48,WeareA2B
347,2017-04-12,True,Approved,1777,16,Norco Bicycles
348,2017-08-11,False,Approved,940,40,OHM Cycles
349,2017-10-20,True,Approved,2930,100,Norco Bicycles
350,2017-10-26,True,Approved,2354,27,Trek Bicycles
351,2017-06-15,False,Approved,1582,59,Solex
352,2017-06-19,False,Approved,416,34,Norco Bicycles
353,2017-04-20,True,Approved,1013,18,Norco Bicycles
354,2017-11-14,False,Approved,533,83,Solex
355,2017-03-22,True,Approved,968,82,Giant Bicycles
356,2017-07-09,True,Approved,727,88,Norco Bicycles
357,2017-04-13,False,Approved,1160,77,Norco Bicycles
358,2017-12-06,True,Approved,3425,6,OHM Cycles
359,2017-11-10,True,Approved,1614,10,Solex
360,2017-04-26,True,Approved,2140,69,Norco Bicycles
361,2017-01-31,False,Approved,2589,15,WeareA2B
362,2017-09-22,True,Approved,2920,7,Trek Bicycles
363,2017-08-14,True,Approved,62,73,Solex
364,2017-09-13,False,Approved,1112,32,Giant Bicycles
365,2017-05-03,True,Approved,1995,39,Giant Bicycles
366,2017-08-22,False,Approved,1965,28,Norco Bicycles
368,2017-01-24,True,Approved,366,25,OHM Cycles
369,2017-07-29,False,Approved,2682,32,Giant Bicycles
370,2017-08-03,True,Approved,2993,78,Giant Bicycles
371,2017-08-28,False,Approved,1887,44,WeareA2B
372,2017-08-16,True,Approved,1692,56,OHM Cycles
373,2017-06-24,False,Approved,1927,1,Giant Bicycles
374,2017-03-07,False,Approved,2567,15,Norco Bicycles
375,2017-07-05,True,Approved,3276,17,WeareA2B
376,2017-02-09,False,Approved,1808,0,Solex
377,2017-10-17,False,Approved,2368,7,Trek Bicycles
378,2017-10-27,False,Approved,470,53,OHM Cycles
379,2017-03-03,False,Approved,3270,20,Trek Bicycles
380,2017-08-20,True,Approved,1683,3,Trek Bicycles
381,2017-09-18,True,Approved,880,14,Solex
382,2017-12-02,True,Approved,309,83,Solex
383,2017-11-28,True,Approved,1698,39,Giant Bicycles
384,2017-08-28,False,Approved,1434,67,Solex
385,2017-05-14,False,Approved,2712,40,Trek Bicycles
386,2017-10-01,False,Approved,892,13,Solex
387,2017-10-15,True,Approved,832,100,Norco Bicycles
388,2017-05-03,True,Approved,1033,35,Trek Bicycles
389,2017-02-15,True,Approved,2834,17,Solex
390,2017-01-04,False,Approved,3015,79,Norco Bicycles
391,2017-10-12,False,Approved,3484,86,Norco Bicycles
392,2017-03-19,False,Approved,2775,9,OHM Cycles
393,2017-08-30,True,Approved,1208,58,OHM Cycles
394,2017-06-29,False,Approved,2109,58,OHM Cycles
395,2017-10-12,True,Approved,3195,43,Solex
396,2017-06-27,True,Approved,3366,88,Norco Bicycles
397,2017-02-27,False,Approved,2492,15,WeareA2B
398,2017-03-12,True,Approved,389,6,OHM Cycles
399,2017-12-18,False,Approved,1306,83,Solex
400,2017-07-24,True,Approved,552,0,Solex
401,2017-05-05,False,Approved,3009,82,Giant Bicycles
402,2017-06-14,False,Approved,2925,88,Norco Bicycles
403,2017-02-17,False,Approved,140,14,Trek Bicycles
404,2017-09-14,True,Approved,209,67,Norco Bicycles
405,2017-06-19,False,Approved,225,76,WeareA2B
406,2017-04-17,False,Approved,1595,0,Trek Bicycles
408,2017-12-11,False,Approved,769,18,Solex
409,2017-05-08,False,Approved,1282,23,Norco Bicycles
410,2017-03-07,False,Approved,2377,82,Giant Bicycles
411,2017-12-30,False,Approved,3355,62,Solex
412,2017-05-11,True,Approved,2350,20,Trek Bicycles
413,2017-09-09,False,Approved,720,60,Giant Bicycles
414,2017-02-02,True,Approved,3249,65,WeareA2B
415,2017-10-01,True,Approved,2939,76,WeareA2B
416,2017-11-03,True,Approved,1035,17,Solex
417,2017-10-02,False,Approved,492,73,Solex
418,2017-12-10,True,Approved,3100,39,Giant Bicycles
419,2017-04-19,False,Approved,1586,34,WeareA2B
420,2017-05-25,True,Approved,31,97,OHM Cycles
421,2017-04-28,False,Approved,887,9,Norco Bicycles
422,2017-08-26,False,Approved,3356,11,Giant Bicycles
423,2017-09-15,True,Approved,2498,82,Giant Bicycles
424,2017-03-03,True,Approved,3415,96,Giant Bicycles
425,2017-09-06,False,Approved,2828,28,Solex
426,2017-04-24,True,Approved,3117,39,Giant Bicycles
427,2017-11-19,False,Approved,2850,70,Trek Bicycles
428,2017-11-30,True,Approved,2779,62,Solex
429,2017-12-15,False,Approved,683,84,Trek Bicycles
430,2017-10-26,False,Approved,2342,21,Solex
431,2017-02-12,False,Approved,3388,7,Trek Bicycles
432,2017-06-19,True,Approved,1968,79,Norco Bicycles
433,2017-12-17,True,Approved,2923,39,Giant Bicycles
434,2017-03-10,False,Approved,15,67,Norco Bicycles
435,2017-07-22,True,Approved,2659,4,Solex
436,2017-09-26,True,Approved,3417,96,WeareA2B
437,2017-08-27,True,Approved,1862,13,Solex
438,2017-04-17,False,Approved,1670,76,WeareA2B
439,2017-12-05,True,Approved,2126,33,Giant Bicycles
440,2017-10-20,True,Approved,2702,54,WeareA2B
441,2017-02-25,True,Approved,125,93,WeareA2B
442,2017-04-24,True,Approved,750,63,Solex
443,2017-01-25,False,Approved,359,52,OHM Cycles
444,2017-09-10,False,Approved,2820,33,Giant Bicycles
445,2017-11-25,True,Approved,850,65,WeareA2B
446,2017-05-23,False,Approved,3072,50,WeareA2B
447,2017-06-23,False,Approved,820,0,Solex
448,2017-09-28,True,Approved,919,4,Giant Bicycles
449,2017-03-31,False,Approved,1250,26,WeareA2B
450,2017-05-01,False,Approved,1655,5,Trek Bicycles
451,2017-12-02,True,Approved,1194,29,Norco Bicycles
452,2017-03-20,False,Approved,234,80,Trek Bicycles
453,2017-11-22,False,Approved,724,9,OHM Cycles
454,2017-05-03,False,Approved,1976,9,OHM Cycles
455,2017-08-16,True,Approved,193,24,Solex
456,2017-01-30,True,Approved,1588,84,Giant Bicycles
457,2017-10-10,False,Approved,290,100,Norco Bicycles
458,2017-03-25,False,Approved,167,7,Giant Bicycles
459,2017-04-29,True,Approved,2821,51,OHM Cycles
460,2017-08-07,False,Approved,1201,21,Solex
461,2017-07-09,False,Approved,893,46,Solex
462,2017-09-05,True,Approved,2794,62,Solex
463,2017-07-14,True,Approved,3166,96,WeareA2B
464,2017-10-13,False,Approved,1422,81,Norco Bicycles
465,2017-04-17,False,Approved,3476,31,Giant Bicycles
466,2017-06-24,True,Approved,505,13,Solex
467,2017-10-15,False,Approved,1132,59,Solex
468,2017-11-02,True,Approved,2363,53,OHM Cycles
469,2017-10-11,False,Approved,1816,12,WeareA2B
470,2017-04-30,False,Approved,73,18,Solex
471,2017-01-21,True,Approved,647,18,Solex
472,2017-02-09,True,Approved,1304,2,Giant Bicycles
473,2017-11-11,False,Approved,344,25,OHM Cycles
474,2017-10-07,True,Approved,1001,18,Solex
475,2017-08-10,False,Approved,2724,16,Norco Bicycles
476,2017-08-19,True,Approved,1787,21,WeareA2B
477,2017-02-12,False,Approved,367,73,Solex
478,2017-01-18,True,Approved,524,98,Trek Bicycles
479,2017-09-08,True,Approved,479,69,Giant Bicycles
480,2017-04-17,True,Approved,1782,52,OHM Cycles
481,2017-03-15,True,Approved,361,16,Norco Bicycles
482,2017-04-22,False,Approved,1135,17,Solex
483,2017-02-15,True,Approved,1591,59,Solex
484,2017-05-04,True,Approved,941,3,Trek Bicycles
485,2017-03-17,False,Approved,804,87,OHM Cycles
486,2017-07-24,True,Approved,2729,25,Giant Bicycles
487,2017-02-15,True,Approved,223,27,Trek Bicycles
488,2017-09-09,True,Approved,1571,10,WeareA2B
489,2017-01-25,False,Approved,2747,82,Norco Bicycles
490,2017-04-12,True,Approved,506,11,Giant Bicycles
491,2017-12-10,True,Approved,2676,32,Giant Bicycles
492,2017-01-11,True,Approved,547,90,Norco Bicycles
493,2017-12-03,True,Approved,2623,44,WeareA2B
494,2017-11-16,True,Approved,1509,92,WeareA2B
495,2017-08-09,True,Approved,479,21,Solex
496,2017-11-08,False,Approved,661,0,Norco Bicycles
497,2017-12-30,True,Approved,1854,62,Solex
498,2017-05-29,False,Approved,125,72,Norco Bicycles
499,2017-07-19,False,Approved,1037,22,WeareA2B
500,2017-02-02,True,Approved,1446,79,Norco Bicycles
501,2017-07-25,True,Approved,2810,28,Norco Bicycles
502,2017-06-13,True,Approved,500,77,Norco Bicycles
503,2017-08-07,True,Approved,2468,87,OHM Cycles
504,2017-03-10,False,Approved,1785,5,Trek Bicycles
505,2017-07-09,False,Approved,2560,66,Giant Bicycles
506,2017-12-04,False,Approved,1853,66,Giant Bicycles
507,2017-09-02,True,Approved,3468,71,Solex
508,2017-03-24,False,Approved,3389,91,Solex
509,2017-07-28,False,Approved,3015,17,Solex
510,2017-04-23,True,Approved,3073,85,WeareA2B
511,2017-07-04,True,Approved,683,24,Solex
512,2017-10-02,True,Approved,1020,62,Solex
513,2017-11-29,False,Approved,1052,0,Trek Bicycles
514,2017-01-02,True,Approved,1679,57,WeareA2B
515,2017-11-18,False,Approved,3330,53,OHM Cycles
516,2017-05-03,False,Approved,1591,43,Solex
