customer_unique_id,Churn_Risk
003e2af81ea3c72fbdd093f07724a4de,1
003f4901fdb60ae9c1e2538b84c208e1,3
003fb95e849e71e732629d94bb92762f,2
003fee4ca17927283128c7ddc6f9311b,2
004177f7bf62929186b32c7fdaa6157b,2
004256f082951ec189a4962b6788c214,2
004288347e5e88a27ded2bb23747066c,1
0042dcca0ae57aaec6e808edc31a2d48,3
0042dfa8925d6eb23e471ec350454f04,2
0043d65f8039b4a4d43bc7b0f450ac2c,3
00444f48f6c9b55657e49435ce3a97ca,3
00446a03d7a34d191507c9e42870d0a5,3
004493e0b0a37317d25665d340c0677d,2
0045e9ad4d6c85d2323a7ab374b76183,2
0046311f458d8041b00063cb99482903,3
0047f3e16441284d757a8963344f6c59,3
0048706e497cfba0b689e1e3497bc99e,2
0048a779a98a7848514096ff04046079,2
0049a16516d38fc2246696172a257f16,3
0049dadc30da6a277c1e9d371df5a66f,3
0049db44bfd6cee26ac9c649329ff6ea,2
0049ec2d7a5818d0e4b3f4735cec2458,2
004a432489f6630c6dfd3fc4454603f5,3
004ad212c650c96c8a48f30855a7bcb8,3
004b45ec5c64187465168251cd1c9c2f,2
004b9b1634b7becda8eec4e96bced882,2
004d17fa2cb102a7c4817f040c884e59,2
004df63539fd5e38d4b0a0506de7549c,2
004ed862ea4e55f18868d3d782d10879,3
004f84d065096f3cedd26cf0adc80b9d,1
00504b68faa074d0f40adcb4f7727f71,1
0050dcff37f8b9ff611d245e30572b46,2
00522457bba00bba576a34fd9b4808fd,3
005226be8d5b972d0f72b4e8a79f322b,2
00539155ce68fbe677934aebdb17e09b,2
00543330561a9088f8b3879114a7b008,3
0055b522bc89cbfbf376d8b59a628470,3
0055bbb9c95f6acb8db89d1f6c316407,2
0056c2dd794a5eede6164dcae635875a,2
0056f26cb8f20916c3baa0e39fc30709,2
005754cb59f8ee5cdbb5cda9d138757e,1
00575b2023dedcc0f3e81a938834689b,3
0057f64bff87f4698b4cbd338d62a2a8,2
0058e7db269cc11558913b42beb115d0,2
0058f300f57d7b93c477a131a59b36c3,1
0059acd36094bf670ec8b21be6c0044c,3
005d8faa4cf789cf52fb880a8569880a,2
005e32bc930906dc6b65fb9d11cce3e2,3
005ee3e015ec18092d7782e507cf68fe,3
005f060d4223956c62b64e9567a36f0f,2
005f4b46e70bbd3295a38e2fd28d6566,3
005f6fa02633470267dcd1e3ecd0fa79,2
005ff4ebe100db3eebbe6f7b19a8f99a,3
006031108b00e5f73b2426a50b50f9c0,3
00605a8897ed9ad73b5c93bebad2541a,2
00626f29f9b57d3ef7c1739ff03e944e,2
0062adafa3846d9f372d8f1bde591b24,2
0063817060d662048ed08bccecaf45d5,2
0064a1b5f5cddd047c987b988a90c8c1,1
0064c96f536ac6250275482221834154,2
00651d97d964127ccfc0e2e55464876d,2
0065f6fb341f013a95a8e11cdc98d07a,3
0065f7795a38381973a373c8b4939679,2
0066b328e72fd82fd7420bf849c0e8b4,3
0067d2652c12515146721538868bbd80,2
0068bd2e9e76c018846dbc6e2bec5ac5,2
006a8c1784d622ebe06bab57e72ee045,3
006ab6f5e82340e927757563a9fbe7e4,2
006b297ed73773b17d8874a2eb4466e8,2
006bbb235068a01d2e3e47fa09ccf53c,2
006c10bfead12ac8d90486fb4ce4e603,2
006d763076d74d16d66e828e79ec1544,3
006e937bd5a5e32043018a6d1521b5d5,3
006ec5b170182812131c7d9b219c036f,3
006f2f20cf0cd723624b99d0e8e40d0c,2
00704e915ae0d4a236eace0267454cf9,3
00705dcbc0b9cad67abd658612770905,2
0071f46a072a9ae25bbe4438b15efe9c,3
00720f160ff500d3605a1bf403eb62d9,2
00728bae3dec9c16b2193ab7e3195eb7,3
00737247e3dc1942da2c527ef3bd2709,2
0074a1d3f1995ff0538dc7197500973c,2
00762eafc5dac5fc1574f91e9b7c9b67,2
007658319c060f337577e8a1834d5df5,2
00765d375af0e700f61c57db00a8ee63,3
0076a71311bb2386a353f5ba87d2aa29,3
00776f3807b128beca64cd0b27138d92,3
0077ba3f829303a1dce98552495c91a1,2
0077dc76aaf02323f03bce9b00878253,2
0078108af1d2dc4b1601c744ca581b4f,2
0078bb0f0d23e922d08437b7d0e13907,3
007953b3182d5ccc9189a694f5c68163,3
00797f371bc0f6adb4d267be541a92da,2
0079b50e9f77c1148b472818f92eaebc,3
0079b7407a428543a7f178cc09164035,3
007a2fab7046647dad04fe7d08c57820,2
007ad549acb91673f04eac22c0568114,3
007b8307b6448f0425ff2001f00c1bdb,2
007ba48697b079e78f168b051462dd1b,2
007d9f716ead2bc8712255271a38f609,3
007e21b7a007c8f8dadfa43c9d5a91db,2
0083e758383b3deb6c6dac1b0b431ac0,3
00842c7d0cedb9e1edad8e9b7d148f09,3
0085139b503668b3addcfe826d91be8d,1
0085d749fc64f766ece1729464f8039a,2
008778a1591d49f6b2464dffaa4fa662,3
0087c31081ea8d160baa06bf4ad4d76f,2
0087eede471173af78d789df249c3a45,3
008b06aba4b5f5b5b94f525ccf520624,1
008b82b072c6b564fcce49a325f84097,2
008ca52811784a181c8c88e8d66b49db,2
008d17333e414049279c7822dfd5f019,3
008ea5bdd1a99fb584cce7739349da75,2
008f3d5f45a11059239a5c452cd00006,3
008fb2ecc75561d202dd4db2e0ceec25,3
009000746b4fc73fe77ecc396fdb78d2,3
009062f98089a091615b5c9faa13de26,3
009210a1646725341917560a13f7799f,3
009231b0ef6a6b4f5a5fe46938827b83,2
009301957bc7714394865c44650d8060,3
0093aeb87eca387dd153f965aa10c060,3
0093c499f4f9c0e169ead490aa62ce3e,3
0093dbe7f479386a92095026decf825d,3
00941614a654458b888b8780815bd26c,3
00950dbc783342e164c24e09023ebcb7,2
009671b5dc80cdf32aeb5850868ba81c,3
0096c18412349537abc45e350581cbbc,2
0096c9cb600a08e601f7c2be6734531a,3
0096f8cd903cc205efab77d5ae6bb6f1,2
00970787f181925ba33bd32b3817f742,3
0097c1e3f3c2fed7a7d8cf30be1a33df,3
0097fca0db567f5ca79509b7b4fc1c2d,1
00986cafefb6e670cceca01694bda599,2
0098853a28531d48988a2fb02b30840e,2
009890d2f2b15df1267ed7f90f45fc4e,2
0098f4847541cc7d676f9a5efc64c0f0,3
009a0802534f904b40b9d512b49794e1,3
009a3ad0cbdfc7f5481488472f72e8b1,2
009b0127b727ab0ba422f6d9604487c7,3
009dd7b313c04f4ccd9d4e423bc04ba7,2
009e70fcdd4ea3769c73210414e73c64,3
009f647a455451d6c325bef96685e1c1,2
00a02d822b18db532e50e0607e615f3b,2
00a089b8c7ab1e3808c3ad7de7a254dd,2
00a1c6913daeda0b7f9b79f802805fdb,3
00a1d0d7d91c17c634d6896ce10ce1c6,2
00a1e8f160b36ccdcbca310933f12a3b,3
00a218ea82c458456098caa1c4a7e796,3
00a33236962b4ac37fd25275be9c206b,2
00a39521eb40f7012db50455bf083460,1
00a3a868d6047bac2888d27b16743ba0,2
00a6ee75a90222405df9d8d59babc513,3
00a78b45ea275348c1a8081bef9ab61b,3
00a7d14cb10e11b7f7d65120a7e3942f,3
00a9fd000ff87bb48b989df819c418f5,1
00aafcd186fbd5da867f9b8df04518aa,2
00ab80210f1875276065f3c1911a2110,2
00ab8b4d83051d5a41842abe7ff473fc,3
00aba8ca6b7a455bcde671692a3f9e51,3
00ac9cd5c4ad19e16e7c6f6864711737,3
00ad4e6c01a3039fa1b45eaadb4222e4,2
00ad5165112e0e9a91a23b1132716584,3
00adeda9b742746c0c66e10d00ea1b74,2
00ae50eb5e1d2514f694dee1dcbbd5ae,1
00ae9ea276a5a4335382c9391059ddf2,3
00af5c2c9fd47849143be82aea5ab2cf,2
00b0595d2b0f0b838edb7fbc749ea644,3
00b0d21952ae29dfe79db614512a27c2,3
00b1066a65657ee1759544f6b61a4e2c,1
00b1b0f856eb804d554ceab3d8f1dc35,3
00b1d2492b4127598629f19a22a32be8,3
00b21d737fc7f475c145ca292832385d,2
00b246520d4904724f9b20188a2ff39b,2
00b2ca23369b68c4d4105ecea9c0cb93,2
00b2ee6366438f46105832fd9acaf56f,2
00b309d0151d92709de70e43d662711b,2
00b5ba65365dad1d25811bf5e45fc983,3
00b72937dcd829c0d8ca72ec77cd073c,3
00b742e2f6d8fa571cd560007081d53b,2
00b8076004092a29c2c934570c356fc7,2
00b9746bf8ac2964942d8b969f015196,2
00ba737b18a7996f68cb8a99556bedd4,2
00bab5c446ba511117719c775a3f78e8,3
00bbfe2f540d0cfccbb098d92c503eca,3
00bc6cf36e50f21a8478d86721c07aa5,2
00bcc55fd3eb23fc001365c5f0c3c3ba,2
00bd169997f142571c113645554663d6,2
00bd194837f2ad36d45985a6205df78a,2
00bd903b65b4c9a1c822887d0b012592,2
00be1845d956d40218db17093f667764,2
00bee19e1199bc5cede1c674177b9e22,3
00bfe974afd63b30ed282dc69892fb98,2
00c003ed13c76042b78d53fbc26930d0,3
00c04df1c94e385d57d4a33a2965217c,2
00c05fe9d2f8b245f1f86fe559175f24,2
00c07da5ba0e07b4f248a3a373b07476,2
00c0bbc49a530c07c110d269211da046,3
00c19498681c665889d1212be870e8df,3
00c1d73d161e74cfbe78975c1a2ba2ff,2
00c26c3dd77bb25a0423a2280886b86a,2
00c31de6420048cb3f668c99153debf7,3
00c3624c55261d9ce593f30e3815a880,2
00c3c74b09b2022ac2c0f43bb09797b4,3
00c4592dfbfe06775ab582d7a2b8dddf,3
00c4d93157cffc73cb2459f52b89cee4,3
00c5610e0f4b339cd3b0cc499937db8d,2
00c605c0bfa39610b994c18f822a6d5a,2
00c8c7f0cafacc30bfda2a9a7445ec80,2
00c916ff33b521444787ac76ac6b029d,3
00ca7e6a87ceddccce3ff015000be61b,3
00cac13832bd0a8b6f50f6a36b053223,2
00cc0061269a99836cf8b029b1d0177d,2
00cc12a6d8b578b8ebd21ea4e2ae8b27,2
00cc2d4fcb3a1864b4f900741915aa85,3
00cc7c54469f4177319d6bb12e883652,3
00cc8551c0621bc65a440e836bb652d7,3
00cd1ffd1a85ec2af3de73a3d341339d,2
00cd767526517f8a4fc27db6cc5a52fa,3
00cdb0d59698da325d0e6830120363bf,1
00cf2f12497614285e5dbfb77d6dd312,2
00d012266be1430eec790d0f405a836c,2
00d03b5e33f8987549c5590313a4ef21,3
00d079bd851bf5d13879d7a2a3b5ec48,3
00d1e5d82377766dac9f8dc4d4eaf4a8,1
00d447911e5d5ae87480df8734b915f2,2
00d474cea9ceb88b7175d564b081dfa3,3
00d4ef3e086e2191c3fb6e7b0d2a1c75,2
00d76f8bb8df7e07711da4076c52ffe0,2
00d7812c158831a996a6b3f4698643b5,2
00d7e54ab8c5d9916f19209dbaacbb3d,3
00d8411c0f5ee4e0a9b8900ea483680e,3
00d85302f43fe8848153e3720c34ac01,3
00d890d6e36244f39e22a9fb95e68756,2
00d8a60ad2500432d9edd109cfddfd9e,2
00d8ba74be3eee415fe4508fdd325ee5,1
00d96f54b90a6ffbe7361bcfdb85b0ba,2
00da34ebf22b87f6c2f53dc069f237df,1
00db0070b3c3bd0215072323c8499407,2
00db525fd8d4023dc446f0ed2519139f,3
00dba3af1366ca8114a40bc83021f5e9,2
00dd4390a8e8ad7a126e8331decc49ce,3
00df047af693b421c167e27932bfd6c5,2
00df9d2e50424d103ca8796e4dc7c207,3
00dfebc9135c7228dbb2239afc214bb5,3
00e04d8e3aaa5ffab327612642ab4564,3
00e10a3ff1e104902141546420f5a18b,2
00e130c15fdc51673742f622aa7eb63c,2
00e151934c812526b4ed6174c8b7b1f7,3
00e20792154788aa00f53fbd616a8d91,2
00e2972a013072289c3e86cfc2b9e38d,3
00e336519abc0012c8711db2132467ac,2
00e57919b893c89f4d9eee8d06c41f6f,3
00e5dfd6ee7406a69b74c72795e6f354,3
00e5ea6932dffb682bd3d5760e84d176,3
00e5fd621e63c426ef718e2174ebedc5,2
00e67cd18afc92ef0196eb8cdf31fde0,3
00e6c1a9e0ea3dbda699b60023a194ac,2
00e707efa5ad9f0e6bcaeeb87910693b,3
00e872ca2fc94e59982286e69f186e0e,3
00e8cbf31206edcf22b7b118daa13983,2
00e8de2edf1a4ac05a65e36b4682cd9e,2
00e91970e7fa706ece5b58bdb6344224,2
00e984e99fdfd52943156d2d7eb4a5e6,2
00eba9372ced7769c4b9f234923d73cc,3
00ec23a308504080697e5204d3dbcb2c,2
00ec5df43edcae768361caa707fded3e,3
00ec6ce865af3a65e9cca32b180e5d20,1
00ec821ef89535a690a072e80387b40e,2
00eca7e1c994897d0a31bf75478f4b55,2
00ecc71175078e2cac5547a5656e9622,3
00ee11b831faa111cd62af2f4de8da96,2
00ee7af62ef66b1f9b49f2c2bfd70ad5,2
00f0b70fdcb8a6e1671b52a2472bd41f,3
00f326313b0a02392c17028f78338df0,2
00f7a39823c05d6a0675aa6dd276bfb0,2
00f8151e6b5d1b3710527075ef845a88,3
00f8fcf41cceee827e699cc73950218d,2
00face5c8f7dbb7eefd4112722f26903,1
00fb8f6787f67bd33c7e86c9691d2b1c,2
00fb957ae14ffd35a3211d8aa6d9cf9c,2
00fb9cc86736fe3782dbc828a2eea4a6,3
00fd18b088edb95d1a35457f1c0e1bfa,2
00fd4a627a3b93cff0729f0b3554640d,1
00ff5e862f825ac56e5fdfaa6b69dc51,2
01007c64cbffc1eef7ee682dae0ddbfe,2
01007ebf75cabcd9d81d1aac37b278ca,2
01018f26fb8b8a922c025de40a85a553,3
0101da21926315ddd81d190e0ec40440,3
01020c5b6024bc1cf2a3228e566bafb2,3
01027e860e6fb9591599d94a4189e2ad,1
01029081d0cfc339576f71ab45713d10,2
01029c2615eacab8d39f0450e6b0bef3,3
0103751df12aea8b962cfbcd2b61104c,3
0104a702e0f73442fe4dc3bfff6ba373,2
0104d0840fb6bccc7618c519fbcce1a0,2
0104d8ef04b9df2891e69bc0e2e6dca4,3
010513009a288e24dbbc8183d5bcd4e2,3
01051cf3719a23faec8b2307b369faeb,3
0105c53fe2f742999dcb90ca99f4bfba,2
0105f445969ca7b8fa2e354bec7a95bd,3
0106cb3b85affbb1c765eef0eac01485,3
01093ce2e3723bdb8de583346d76098c,2
0109643e8c9bc5d8d7791439f3fa4259,3
010a0365ab237a5e2fed9d945121b627,2
010a81611c87c7e19c18f303e39973b2,3
010ab6653f042ebb8e430f1718f61147,2
010bcf93b3363ccf249034e7250266f0,3
010c88e815c8386129e0762691851850,3
010d09c16c5fee11226ca7c5492892de,3
010d3cb666c64c115a144d3e6fcbd1d8,3
010fea34d64c9fc635cebbe583f5104a,2
0113282a7fe79b3d8489193ccc601efb,2
01147fb2cf81b69cdcfdc1ac4c6fae7e,2
011509f63f565e822767bfb89c3cf9b7,3
011575986092c30523ecb71ff10cb473,1
011620d7c45f4d1599c68b2f19e4b73e,3
0116dc6ddf277eb8413a0393cca11c32,3
0116f610fa1418cda75e0d96e1639a03,3
011702c19fd5dec0000a8dbbb5b98809,3
011733687890faf081be6fde9e7cc7a0,1
011735b41c89ca1e075296f4ecb01a27,3
011784926e81122b1abd0210b5888c22,2
011785063c56f2c239064f603bf02a05,3
0117fb2675e2936a2e96dee22e8c992b,1
0117fc67656c020dddef928c878ad5e3,2
01180926dda31d9e6f60befe084788dd,2
011875f0176909c5cf0b14a9138bb691,3
01196e80f5309cb251220a6a5b3f57f5,2
011a18cf4e0e74bac46678dd843e3461,3
011b4adcd54683b480c4d841250a987f,1
011b7396d7220ca4ff52508adcb6b870,3
011c3e6b4b11fa8a326a39e78deb6e66,3
011d6505c026d200e75cb0b6c47da758,3
011fd4914a2d19b2a0e50c29cea5c6a2,3
01202da9afa875bce3de24c92b764099,3
0121107a0cebf91b6af74f8a4ab3c4d9,3
012216caf4f1082ba3fc02e584de9a29,2
0122d73327d9135f8088572c7d7f5d54,3
012452d40dafae4df401bced74cdb490,1
0124721bc33e0aa6772b42d4ccfd01db,3
012510db7f0db8481f8a3708400c8db9,3
0125200158c999d5813b11be482a48da,2
0125fb08af5c9dd55731090aafc63ac8,2
012714eb883337fd2631c13d2daf4466,2
012755131a5b785b0ae3291c339a9051,1
01290b6163d2a02514a54df49221a668,3
0129147743b7712da1c4a55a59d0fb16,2
0129d48dce554d95f641d01eaa88904a,2
012a218df8995d3ec3bb221828360c86,1
012ab8ee5f7d76005d838758e9a9452c,2
012b41c1dae00a092474ca48dc764a00,1
012b8001e47392df808a454083a74b74,2
012ba82b3ff6ea994a4ecc6c848a4782,2
012c61cc2c69b09c85071ccac0ccee16,3
012da9594b65ccb990822802ba0ff2e4,2
012e12f54f6e73b1faba89a119dab849,3
0130a250cff3b3b0649cae3671959139,2
0130baad44d0ccc44bc7526c1ac18c64,1
0130be8e6677174b8184114f98c16b3c,3
013341d7f8accddf42fc02f001ad341d,3
0134417784b9f85470e635c063152a71,1
0134caf89be2059cfd79af28d8bc1e7f,2
013523c76f4749da72a9ccc4a67cb234,3
013689381e404bf6304f57bab4b8f01d,1
0136e40591d769adfb219f167a691487,3
0137420de9b02a180c53e5bd64f14750,2
01376b24e146a15f52ca8382af02fe62,3
0137839e600d4edd0949a8ce7c171164,3
013802b3b98584222c1280e654a655b1,2
0138dff42973f40e8f5225472526f278,2
0139884762afa50d78fe480646fe92b5,3
01399b72331afe80cc0c3a982cafb177,1
0139d2cb6ca3b630b5833d49634d328e,2
013a435769899074c568863694560449,2
013ae505c83f5fb1905ed23afdafd3a2,3
013b083525868a0437652ebf071cda03,3
013b6090dc49b5fa51196b20ec11f19c,2
013dd47ed31ce4de00cb434b2cae5386,2
013ef03e0f3f408dd9bf555e4edcdc0a,1
013f3d6549189a4802a268131ef47a77,2
013f4353d26bb05dc6652f1269458d8d,1
013f66477aa3210eb05fec3fa184de33,3
01413c132b54b9b7dfadc2ee71ef78c8,3
0143a04eabe01ceb3a9fe2dde984e2b0,2
01440d8dea55a5d0ed27d26c41044761,2
014410afdd8e0393ec17e9d8488449e0,2
014593e48e9119391b9c70206fcadca8,3
0145b1b14166b43baa374daddffca8fd,3
0145bfdfe85402b2249c7437bd297a07,3
0145c2c66ea8f764ed8d8015ce149af7,2
0145fc4d376df22449756022b9ccb472,2
01462a1d33f1b303bead3ec1ae2c4f7e,2
014644ae002bacd78bb05521f7e9aaab,2
01469c41b00bb21cd01d2104b8e81384,3
01489018af4a609acb2fa2634c9ce643,2
014ce9c0a3df00f77a6932a7b371a3bc,2
014dc284927e986549bf255eb79eb3ab,2
014dcb5d582d60bca6a379e45a9041da,1
014e4042a6b3ed0b1a6cd14c7639bb84,2
014f7e8caea3379aa3d30558424ca54f,2
014fa2f37ee690774a7505252a28daf3,3
015124b67936296eb7250b38c906a627,2
01512524d623f78040531c0d8e20a772,3
0151b5ff5b5d642815f094f303e7052a,3
0151bcc17b8ae63a495b6c9fe6f708a1,2
0151cf157e4682357e62be311f4823b7,3
01525fe1e0d8e9616b2503260671d20d,2
0152897024d0ddad70baafe17ed705f4,1
01531f72337b960a58cdba9c94e96d1a,3
015366a7c13024e36f1f125d8f9a9e67,3
0153b79c47a4953a7dad6fb93ab45a02,3
01541e2754a6e7830b2871d7191d27e2,2
015546ec984c58044b2a1304f24193a7,2
015557c9912277312b9073947804a7ba,2
015613e1b7c050cd2331d34076fce1c6,2
01561f92006fd3ba8a8a4246b7f38101,2
0156e3456c1959644b2da32c2cee358c,2
01575c2596c13ff2422df080a71b481b,3
0158b70c1d28da409abddfcaa5f0801a,3
015906d05142c9dc02e816c29c044bba,3
01593b828c6e7c516ed078a4820ab9b2,2
015aba8b6e516fbf6ee76c164c11987b,2
015b72d1a4ec2bfcf75518ada117c62b,1
015ba10edbe7988bff82867b4480c225,3
015cd0b039aa3b36cf78f41d8f54e3d0,2
015d45ef9d6462cf0d5f062c54f26941,3
015dc4d69b97b8784298de6c9484797b,3
015e470a59ee1adbb4d6586fd90e4c52,2
015f170c7abe45372b9f0414d901e71b,2
015fcc1fe9d3319fb41b08e986684598,3
0161783a9f93dcefde5ea508501713b2,3
0161ede24e46b8e50ed493e5f8b3b305,3
016201b260065cecbb315f4de0b0dc76,3
01626676a41ff29901f7b42bc8e09dd8,1
016547a638c42ea1061a1400eab339d2,2
0165dc4e0c64d7c1e17757ab8676f213,2
0166e2f8aaec14c93d23dea2523beac5,2
0167a6f5d58d5632b42c44e7f66f2abf,3
0167f525469634cccbda49491f01324c,2
016846e2dd862cba9a2a10eff5ac244f,2
01689985c22786e41347d5167048b25e,1
016a461e59c71a989c278fb565441696,3
016a528e7cb02b29de37ea55cf89b9d1,3
016a5760b723a3a0bcb4b294d4bc6b45,2
016ac660c79288138b5d6d3570eadc9d,3
016c60628fc64e15fa5990e58a0b57c1,2
016dc4411329d2b3292a0fbf1402e95e,2
016e32e564ee03416c6f73e44a4e802a,3
016e68615e12298a0a004a44d3b78579,2
016feebfaba953a2456d3a063b8eb8ef,3
0170c406cddfc9a551a3f8045379afe5,2
01726e5d6a88d1a8dffd9578872ce54e,1
017500c32b7353decc3a3a4d91acd0cc,2
0176190d05dbc46f20484610a0a0e1fb,3
01762637819e8e1cb4093ff1589b0f00,3
01769144da2a7ea21cc6163452b5824d,2
0177c9c4715fe173b9c26fdd95a94579,3
0177f6975b155c814ea6273eccc58d82,2
0178b244a5c281fb2ade54038dd4b161,1
0178df128a2cb4f9914c8c3beb8a57f6,3
0178fa4e501691dec0663f439950d4de,2
01798446b9d249eb006931079a273601,2
017adfe7897c78902d9f7d58cd855990,3
017ae1edebbc1749a64a520e37633c3c,2
017bddd3844cbc8c9259179f66786333,2
017c17dd6f2e7859373a5724b863801e,3
017c477c81dd0f10726f7828f0475c0e,2
017c4e59e1a95482f32f65e03a46af95,2
017c5a91ab1759799a4d68be8091b8ab,2
017c61c786dae249f339e690764ec7e6,3
017c7f75ca30943882f48d5fda81e2df,2
017d9afa17ebea3b2a7c03ed6bc954be,3
017da2695c69ee376b8b4220cf0f61ec,2
017eb8439a0ca7dcfc228f933bd204d8,2
017fa9ba22880652e440025a91d5a66b,3
017fde295de136549d89d951da362287,3
017fe3adcd1989f1ea8bac1848bd1b94,2
0180d29fed77d26d59490f37198514a1,2
0181f57a87c6a2f0e0fe2807f67aef0e,3
01835b7ef446c78d0c37077894aa068d,1
01838e7d69d87bd8ff2b6ff06789adfb,3
0184070f27c13c909a1de7b1b059b496,3
0185135ffdd866d3a29efa833ac0829b,2
01858f2fad256b1689f5bdafc059f745,2
0185fbd2271efbc59bbb96ad3e99a7b8,2
01873d3c2fc620aa701e30d2c4181673,1
01878328db858b71da86bdc8966ea729,2
0187e88f4c9b2e4c92e5d47ffa0e1da9,2
018864afd6d3af6af6e3cf1245fc5ff8,2
01886ef98f995e4f2dd75a1d04c97397,1
018875156db79cf3fb697342f256c329,3
0189137aa093295df2116467b8201d66,3
0189334b410cf5340ba839359af8a959,3
018974568b0b5a8c395465dee270c3a9,3
0189955e61056a22dd6e7cb03603a149,3
0189cca3aa2a0f75ca0cde94ee38be57,3
018ad5828f8f66b69604caabd0aa78ca,3
018b0a8d048e41f2d1f55e56dcbd335c,3
018b5a7502c30eb5f230f1b4eb23a156,3
018c9bbd7d61c91f2abf3cd77b5010ad,3
018ca9b2c9f793a0e43e75d6a3eca86a,2
